outer,inner,epoch,mse,rmse_typ
1,2,750,0.016306426376104355,0.16007183
1,2,775,0.016231346875429153,0.16055813
1,2,800,0.016194740310311317,0.16089481
1,2,825,0.0161732230335474,0.16107379
1,2,850,0.016159294173121452,0.16119897
1,2,875,0.016149334609508514,0.16128023
1,2,900,0.01614229753613472,0.16136192
1,2,925,0.016137102618813515,0.16143544
1,2,950,0.016132334247231483,0.16149642
1,2,975,0.016495978459715843,0.16520637
1,2,1000,0.016148116439580917,0.16094254
1,3,0,0.1694103181362152,0.40545115
1,3,25,0.031398870050907135,0.24103825
1,3,50,0.02555890940129757,0.22601937
1,3,75,0.02505595237016678,0.2159705
1,3,100,0.024715591222047806,0.21474612
1,3,125,0.0242561474442482,0.21169367
1,3,150,0.023514719679951668,0.20615049
1,3,175,0.022383345291018486,0.19660266
1,3,200,0.01842617057263851,0.145771
1,3,225,0.018466174602508545,0.14419982
1,3,250,0.018230635672807693,0.13372461
1,3,275,0.018198907375335693,0.13394932
1,3,300,0.01818947121500969,0.13375756
1,3,325,0.018182409927248955,0.13348427
1,3,350,0.018175918608903885,0.13316882
1,3,375,0.018169716000556946,0.13287064
1,3,400,0.01816364750266075,0.13261068
1,3,425,0.018156778067350388,0.13236696
1,3,450,0.018151817843317986,0.13213174
1,3,475,0.018145933747291565,0.13192487
1,3,500,0.01814158447086811,0.1317536
1,3,525,0.01813623495399952,0.13158941
1,3,550,0.018131211400032043,0.13146006
1,3,575,0.018127037212252617,0.1313439
1,3,600,0.01812092959880829,0.13121764
1,3,625,0.018113691359758377,0.13109204
1,3,650,0.01810319721698761,0.13102062
1,3,675,0.01808260753750801,0.13060144
1,3,700,0.01804039254784584,0.12967445
1,3,725,0.01802947372198105,0.12670428
1,3,750,0.017780963331460953,0.12666926
1,3,775,0.017578650265932083,0.1260305
1,3,800,0.0175124891102314,0.12645543
1,3,825,0.01743064820766449,0.12752828
1,3,850,0.01738751120865345,0.12876962
1,3,875,0.01734188199043274,0.12908056
1,3,900,0.017298735678195953,0.12922506
1,3,925,0.017258236184716225,0.12935436
1,3,950,0.017222417518496513,0.12939274
1,3,975,0.0171913281083107,0.12933867
1,3,1000,0.017164552584290504,0.12924051
1,4,0,0.1309278905391693,0.38644505
1,4,25,0.03870587795972824,0.17382552
1,4,50,0.029185082763433456,0.1212574
1,4,75,0.027630219236016273,0.1276472
1,4,100,0.02552415244281292,0.129483
1,4,125,0.022045498713850975,0.12567434
1,4,150,0.019344430416822433,0.12131097
1,4,175,0.01872090995311737,0.12024021
1,4,200,0.018500735983252525,0.11920391
1,4,225,0.018431078642606735,0.11897869
1,4,250,0.018393682315945625,0.11891675
1,4,275,0.01836654543876648,0.11878143
1,4,300,0.018353017047047615,0.1188082
1,4,325,0.018345167860388756,0.11882875
1,4,350,0.018338337540626526,0.118839785
1,4,375,0.018329523503780365,0.11885469
1,4,400,0.01832146756350994,0.1188666
1,4,425,0.01831287331879139,0.118882336
1,4,450,0.018303820863366127,0.11889665
1,4,475,0.01829340308904648,0.11891287
1,4,500,0.018281882628798485,0.11894824
1,4,525,0.018270332366228104,0.118944265
1,4,550,0.018266664817929268,0.11894025
1,4,575,0.01824185624718666,0.118913814
1,4,600,0.018227238208055496,0.118891485
1,4,625,0.018210144713521004,0.118838236
1,4,650,0.018193518742918968,0.118759
1,4,675,0.018176276236772537,0.118657164
1,4,700,0.01816091500222683,0.118525684
1,4,725,0.01814722828567028,0.11839461
1,4,750,0.018136650323867798,0.118277594
1,4,775,0.01812809519469738,0.11818305
1,4,800,0.0181192085146904,0.118152425
1,4,825,0.018105823546648026,0.11819348
1,4,850,0.018090838566422462,0.11827014
1,4,875,0.018074829131364822,0.11834752
1,4,900,0.0180595051497221,0.118378915
1,4,925,0.018046466633677483,0.11841031
1,4,950,0.018033187836408615,0.1184399
1,4,975,0.018021918833255768,0.11847947
1,4,1000,0.018011240288615227,0.118522376
1,5,0,0.13017548620700836,0.36817172
1,5,25,0.026558594778180122,0.22634977
1,5,50,0.024937082082033157,0.21848291
1,5,75,0.02240036427974701,0.19666708
1,5,100,0.018902970477938652,0.17955172
1,5,125,0.017405031248927116,0.1664704
1,5,150,0.017227523028850555,0.1630969
1,5,175,0.017156457528471947,0.16173865
1,5,200,0.01705329120159149,0.16158779
1,5,225,0.01694270223379135,0.16162182
1,5,250,0.01686299405992031,0.16204464
1,5,275,0.01681266538798809,0.1623286
1,5,300,0.016782507300376892,0.16251446
1,5,325,0.016760172322392464,0.16273665
1,5,350,0.01673942245543003,0.16298014
1,5,375,0.01671740785241127,0.16325979
1,5,400,0.01668914407491684,0.16357015
1,5,425,0.01664069853723049,0.16396704
1,5,450,0.016500042751431465,0.16429271
1,5,475,0.016176315024495125,0.16423953
1,5,500,0.01591796986758709,0.16343063
1,5,525,0.01585116796195507,0.16493146
1,5,550,0.015779048204421997,0.16468494
1,5,575,0.01575017161667347,0.16537912
1,5,600,0.015964500606060028,0.16400744
1,5,625,0.01571929082274437,0.16522731
1,5,650,0.015702586621046066,0.16538887
1,5,675,0.01569037139415741,0.16558635
1,5,700,0.016071073710918427,0.16426599
1,5,725,0.01567600481212139,0.16525762
1,5,750,0.015495489351451397,0.16719672
1,5,775,0.015453996136784554,0.1689373
1,5,800,0.015441683121025562,0.16952997
1,5,825,0.01564962975680828,0.16741724
1,5,850,0.015535552054643631,0.16825882
1,5,875,0.015425684861838818,0.17022754
1,5,900,0.015415923669934273,0.16937128
1,5,925,0.015411942265927792,0.17011516
1,5,950,0.015638789162039757,0.16826981
1,5,975,0.01541848387569189,0.17080931
1,5,1000,0.015395856462419033,0.17015864
1,6,0,0.21910090744495392,0.51126903
1,6,25,0.033391814678907394,0.14380081
1,6,50,0.027803203091025352,0.12631829
1,6,75,0.025522911921143532,0.12244497
1,6,100,0.020772302523255348,0.12689506
1,6,125,0.01786571554839611,0.15260759
1,6,150,0.017646655440330505,0.14718883
1,6,175,0.017625439912080765,0.14707857
1,6,200,0.017616888508200645,0.14724892
1,6,225,0.017607467249035835,0.14707787
1,6,250,0.017600221559405327,0.14710169
1,6,275,0.01759319007396698,0.14710556
1,6,300,0.017586344853043556,0.14710407
1,6,325,0.017580857500433922,0.14710252
1,6,350,0.01757483184337616,0.14713061
1,6,375,0.017570719122886658,0.14727174
1,6,400,0.017579056322574615,0.14628336
1,6,425,0.017562180757522583,0.14733015
1,6,450,0.017558841034770012,0.14706756
1,6,475,0.01757577620446682,0.14812596
1,6,500,0.017553182318806648,0.14715481
1,6,525,0.017552345991134644,0.14743416
1,6,550,0.01754871755838394,0.14721452
1,6,575,0.017546892166137695,0.14725257
1,6,600,0.017581501975655556,0.14847073
1,6,625,0.01759987324476242,0.14872403
1,6,650,0.017544832080602646,0.14720279
1,6,675,0.01754356548190117,0.14748137
1,6,700,0.017543183639645576,0.14741193
1,6,725,0.01770964451134205,0.14563192
1,6,750,0.01754688285291195,0.14702363
1,6,775,0.01754203625023365,0.1472513
1,6,800,0.017541496083140373,0.14727885
1,6,825,0.01754070818424225,0.1473391
1,6,850,0.017811737954616547,0.14540605
1,6,875,0.017567764967679977,0.14660008
1,6,900,0.017545338720083237,0.14767626
1,6,925,0.017540577799081802,0.14747027
1,6,950,0.01754029467701912,0.14741972
1,6,975,0.018393028527498245,0.14514272
1,6,1000,0.01757715828716755,0.14873984
1,7,0,0.1428402215242386,0.32803163
1,7,25,0.03583705797791481,0.20776545
1,7,50,0.02719477191567421,0.17787006
1,7,75,0.025825466960668564,0.16329321
1,7,100,0.024356771260499954,0.15330794
1,7,125,0.022384054958820343,0.14078704
1,7,150,0.020433036610484123,0.125582
1,7,175,0.01935507543385029,0.113158576
1,7,200,0.019082969054579735,0.10641071
1,7,225,0.01903303526341915,0.10366724
1,7,250,0.019003408029675484,0.10285632
1,7,275,0.018975693732500076,0.10255363
1,7,300,0.018948892131447792,0.10240311
1,7,325,0.018927138298749924,0.10242211
1,7,350,0.018913542851805687,0.10246657
1,7,375,0.018904538825154305,0.10246277
1,7,400,0.018898168578743935,0.10248734
1,7,425,0.018892012536525726,0.10253082
1,7,450,0.018887698650360107,0.10254722
1,7,475,0.018881825730204582,0.102601156
1,7,500,0.01887671649456024,0.10265474
1,7,525,0.018870769068598747,0.10270486
1,7,550,0.018863946199417114,0.10274058
1,7,575,0.01885838806629181,0.10280481
1,7,600,0.01885123737156391,0.10287045
1,7,625,0.018844308331608772,0.10291467
1,7,650,0.01883508265018463,0.103009306
1,7,675,0.018826177343726158,0.10313291
1,7,700,0.018815265968441963,0.10315981
1,7,725,0.018804749473929405,0.10323008
1,7,750,0.018792426213622093,0.10334672
1,7,775,0.01877710409462452,0.103436165
1,7,800,0.018759921193122864,0.10349339
1,7,825,0.01873917505145073,0.10359525
1,7,850,0.01871548965573311,0.103721984
1,7,875,0.01868736371397972,0.103818364
1,7,900,0.018656404688954353,0.10390494
1,7,925,0.018622172996401787,0.10400398
1,7,950,0.018590107560157776,0.103960775
1,7,975,0.018566468730568886,0.10391283
1,7,1000,0.018550535663962364,0.10385569
1,8,0,0.1707845777273178,0.39733285
1,8,25,0.026136979460716248,0.20276383
1,8,50,0.024364206939935684,0.21029851
1,8,75,0.02202717959880829,0.20956798
1,8,100,0.017997318878769875,0.19322269
1,8,125,0.01695619337260723,0.17199102
1,8,150,0.01688433811068535,0.17294636
1,8,175,0.016843171790242195,0.17431113
1,8,200,0.01681252382695675,0.17516321
1,8,225,0.016785381361842155,0.17631252
1,8,250,0.01675773598253727,0.17737994
1,8,275,0.016727987676858902,0.17853624
1,8,300,0.016695832833647728,0.17973225
1,8,325,0.016659105196595192,0.18085504
1,8,350,0.016596578061580658,0.18178459
1,8,375,0.01654147170484066,0.18725766
1,8,400,0.0185564998537302,0.20678884
1,8,425,0.01631763204932213,0.18532579
1,8,450,0.01603451929986477,0.17597762
1,8,475,0.01598205417394638,0.17746828
1,8,500,0.015954989939928055,0.17657258
1,8,525,0.015939265489578247,0.17635015
1,8,550,0.015928396955132484,0.1761626
1,8,575,0.015919748693704605,0.17605323
1,8,600,0.015935217961668968,0.17777781
1,8,625,0.015994474291801453,0.18004379
1,8,650,0.015911368653178215,0.17725866
1,8,675,0.015895653516054153,0.17578888
1,8,700,0.015889601781964302,0.17592725
1,8,725,0.015884244814515114,0.17603654
1,8,750,0.01667456515133381,0.16578114
1,8,775,0.015894869342446327,0.17791848
1,8,800,0.015871865674853325,0.17591302
1,8,825,0.015867220237851143,0.17613243
1,8,850,0.015862809494137764,0.1760411
1,8,875,0.017103994265198708,0.16339761
1,8,900,0.015867039561271667,0.17737642
1,8,925,0.01585417613387108,0.17565523
1,8,950,0.015848979353904724,0.1758204
1,8,975,0.01584494672715664,0.17607573
1,8,1000,0.017057323828339577,0.16357857
1,9,0,0.2250816822052002,0.5035797
1,9,25,0.03000272996723652,0.1217816
1,9,50,0.02821926213800907,0.12606521
1,9,75,0.020843246951699257,0.10555888
1,9,100,0.018967946991324425,0.103411585
1,9,125,0.01881456933915615,0.10346292
1,9,150,0.018769370391964912,0.10453979
1,9,175,0.01874689944088459,0.10519641
1,9,200,0.018734823912382126,0.105498806
1,9,225,0.018749231472611427,0.1056421
1,9,250,0.01871495693922043,0.10571935
1,9,275,0.018819399178028107,0.10602562
1,9,300,0.01870879717171192,0.10582296
1,9,325,0.018808886408805847,0.107150994
1,9,350,0.018697017803788185,0.10594503
1,9,375,0.01870950497686863,0.106420584
1,9,400,0.01872823014855385,0.10675499
1,9,425,0.018680281937122345,0.10612142
1,9,450,0.0191861093044281,0.107236534
1,9,475,0.018659021705389023,0.10571034
1,9,500,0.018599500879645348,0.1061538
1,9,525,0.018471581861376762,0.1061058
1,9,550,0.01830972731113434,0.10558455
1,9,575,0.018082410097122192,0.10639861
1,9,600,0.017857950180768967,0.1054766
1,9,625,0.018338365480303764,0.10895243
1,9,650,0.01774166151881218,0.107012525
1,9,675,0.01769445464015007,0.10775908
1,9,700,0.018172601237893105,0.110929675
1,9,725,0.017664512619376183,0.10860541
1,9,750,0.017646072432398796,0.109265104
1,9,775,0.017627717927098274,0.10963528
1,9,800,0.017617883160710335,0.109995715
1,9,825,0.017660075798630714,0.110379525
1,9,850,0.017601964995265007,0.11055908
1,9,875,0.01759575679898262,0.11080398
1,9,900,0.017586050555109978,0.11109536
1,9,925,0.017581097781658173,0.111371264
1,9,950,0.01782783679664135,0.1132854
1,9,975,0.01756984367966652,0.11154853
1,9,1000,0.017567258328199387,0.11170816
1,10,0,0.14194592833518982,0.2445751
1,10,25,0.03102998435497284,0.15675212
1,10,50,0.027660656720399857,0.14081812
1,10,75,0.02642032317817211,0.13796541
1,10,100,0.024387499317526817,0.12736689
1,10,125,0.021387090906500816,0.11319656
1,10,150,0.01896039955317974,0.11313226
1,10,175,0.018467921763658524,0.12380087
1,10,200,0.018351515755057335,0.12194193
1,10,225,0.018318627029657364,0.12148635
1,10,250,0.018300790339708328,0.12136259
1,10,275,0.018287794664502144,0.1210198
1,10,300,0.018276559188961983,0.1207929
1,10,325,0.018266785889863968,0.12056988
1,10,350,0.018256332725286484,0.12041025
1,10,375,0.018247118219733238,0.120328285
1,10,400,0.018236281350255013,0.12047918
1,10,425,0.018197473138570786,0.12099901
1,10,450,0.018248887732625008,0.12619227
1,10,475,0.017597557976841927,0.12128082
1,10,500,0.017556749284267426,0.12991393
1,10,525,0.01820055954158306,0.12056752
1,10,550,0.01719711720943451,0.12713702
1,10,575,0.0174943208694458,0.13429508
1,10,600,0.01713010109961033,0.12837854
1,10,625,0.01713975891470909,0.13086426
1,10,650,0.01718778908252716,0.13240473
1,10,675,0.017075665295124054,0.12858827
1,10,700,0.01728709787130356,0.13425541
1,10,725,0.017048891633749008,0.12842402
1,10,750,0.017069382593035698,0.13196965
1,10,775,0.01717584766447544,0.13397714
1,10,800,0.017176320776343346,0.1344382
1,10,825,0.017018413171172142,0.13263783
1,10,850,0.017572598531842232,0.12524086
1,10,875,0.016882697120308876,0.13068867
1,10,900,0.01686490699648857,0.13196915
1,10,925,0.017057500779628754,0.12720793
1,10,950,0.016782090067863464,0.13063566
1,10,975,0.016812611371278763,0.1296577
1,10,1000,0.016799865290522575,0.13453722
2,1,0,0.14446255564689636,0.49822664
2,1,25,0.027778569608926773,0.2076884
2,1,50,0.024561118334531784,0.22431178
2,1,75,0.022540727630257607,0.20750512
2,1,100,0.018829230219125748,0.1748552
2,1,125,0.017520667985081673,0.15073407
2,1,150,0.017483510076999664,0.15333137
2,1,175,0.01747480221092701,0.15451892
2,1,200,0.01746225357055664,0.15444702
2,1,225,0.017436563968658447,0.15494199
2,1,250,0.01738222874701023,0.15533787
2,1,275,0.017313282936811447,0.15570082
2,1,300,0.017278945073485374,0.15589592
2,1,325,0.017268341034650803,0.15597
2,1,350,0.01788484677672386,0.15468751
2,1,375,0.017270511016249657,0.15669243
2,1,400,0.017258144915103912,0.15619697
2,1,425,0.017252927646040916,0.15620989
2,1,450,0.017244137823581696,0.15614665
2,1,475,0.017235618084669113,0.15652862
2,1,500,0.017266809940338135,0.1577283
2,1,525,0.017086442559957504,0.15466209
2,1,550,0.017015673220157623,0.15267402
2,1,575,0.016828881576657295,0.15273476
2,1,600,0.016709838062524796,0.15038542
2,1,625,0.016686396673321724,0.1500606
2,1,650,0.01758364960551262,0.15224336
2,1,675,0.01675182208418846,0.15023851
2,1,700,0.01668214611709118,0.14999755
2,1,725,0.016675299033522606,0.14989904
2,1,750,0.01738649792969227,0.15262379
2,1,775,0.01678004488348961,0.15025648
2,1,800,0.016675084829330444,0.1498689
2,1,825,0.01666802540421486,0.14983463
2,1,850,0.017333852127194405,0.1526396
2,1,875,0.016729779541492462,0.15002833
2,1,900,0.01667231135070324,0.14980999
2,1,925,0.016661450266838074,0.149691
2,1,950,0.018173065036535263,0.15231186
2,1,975,0.016746187582612038,0.14979698
2,1,1000,0.01666487753391266,0.1495744
2,2,0,0.192583829164505,0.43098614
2,2,25,0.037125661969184875,0.15719369
2,2,50,0.02870449423789978,0.13373439
2,2,75,0.026857301592826843,0.13517861
2,2,100,0.023602264001965523,0.13301429
2,2,125,0.018927033990621567,0.13650414
2,2,150,0.0179238673299551,0.1431543
2,2,175,0.01770879700779915,0.14158978
2,2,200,0.01768789440393448,0.14191997
2,2,225,0.017681509256362915,0.14191814
2,2,250,0.01765497401356697,0.14196643
2,2,275,0.017559697851538658,0.14204116
2,2,300,0.017470331862568855,0.14277412
2,2,325,0.0174314696341753,0.14298986
2,2,350,0.017413530498743057,0.1430673
2,2,375,0.01740061491727829,0.14312288
2,2,400,0.017389347776770592,0.14317167
2,2,425,0.01737736351788044,0.14321758
2,2,450,0.017364047467708588,0.14325425
2,2,475,0.017344718798995018,0.14327812
2,2,500,0.01731121726334095,0.14326696
2,2,525,0.017236575484275818,0.1432086
2,2,550,0.017069779336452484,0.14306109
2,2,575,0.01695501245558262,0.14292108
2,2,600,0.016595004126429558,0.14298643
2,2,625,0.016496077179908752,0.1434035
2,2,650,0.016441546380519867,0.14372936
2,2,675,0.01692248322069645,0.14645122
2,2,700,0.016451241448521614,0.1453005
2,2,725,0.01637742482125759,0.14471112
2,2,750,0.01635642908513546,0.14456838
2,2,775,0.01634320244193077,0.14479925
2,2,800,0.01633426919579506,0.14515455
2,2,825,0.016382036730647087,0.14462183
2,2,850,0.016335930675268173,0.14574836
2,2,875,0.016306914389133453,0.14505605
2,2,900,0.016296908259391785,0.14527762
2,2,925,0.01628836803138256,0.14535673
2,2,950,0.016350653022527695,0.14673139
2,2,975,0.016284003853797913,0.14576519
2,2,1000,0.016266386955976486,0.14530948
2,3,0,0.1955646574497223,0.42433673
2,3,25,0.033639095723629,0.21979526
2,3,50,0.02603648416697979,0.20418665
2,3,75,0.0251616220921278,0.1988522
2,3,100,0.024193866178393364,0.19267286
2,3,125,0.022167636081576347,0.1778732
2,3,150,0.019170407205820084,0.14571114
2,3,175,0.01841145195066929,0.12606885
2,3,200,0.018269548192620277,0.1280629
2,3,225,0.018243862316012383,0.12765545
2,3,250,0.018231039866805077,0.12730347
2,3,275,0.01822161115705967,0.12716706
2,3,300,0.018215404823422432,0.12696686
2,3,325,0.01821078732609749,0.12684561
2,3,350,0.018207505345344543,0.12673675
2,3,375,0.01820487342774868,0.12665983
2,3,400,0.01820298843085766,0.12661122
2,3,425,0.018201498314738274,0.12655705
2,3,450,0.01819990575313568,0.12652053
2,3,475,0.01819797419011593,0.12649517
2,3,500,0.018196970224380493,0.12648225
2,3,525,0.018196195363998413,0.12647848
2,3,550,0.018195146694779396,0.12647042
2,3,575,0.018193792551755905,0.12645572
2,3,600,0.01819324865937233,0.12645486
2,3,625,0.018198933452367783,0.1272972
2,3,650,0.018195604905486107,0.12630157
2,3,675,0.018195094540715218,0.12633106
2,3,700,0.018190981820225716,0.12647253
2,3,725,0.01819019392132759,0.1264386
2,3,750,0.01818934828042984,0.12638856
2,3,775,0.018280910328030586,0.12657048
2,3,800,0.01820172742009163,0.12673734
2,3,825,0.0181899331510067,0.1265923
2,3,850,0.01818796619772911,0.12645881
2,3,875,0.018192429095506668,0.1266836
2,3,900,0.018293336033821106,0.12843995
2,3,925,0.018188834190368652,0.12644455
2,3,950,0.018187854439020157,0.12656993
2,3,975,0.01824142411351204,0.12583517
2,3,1000,0.01819824054837227,0.1271693
2,4,0,0.18328776955604553,0.41202125
2,4,25,0.03424932062625885,0.20291825
2,4,50,0.02831234410405159,0.17314118
2,4,75,0.02698109857738018,0.17367946
2,4,100,0.026241978630423546,0.17316148
2,4,125,0.024659326300024986,0.1674807
2,4,150,0.02116386778652668,0.1540002
2,4,175,0.018125707283616066,0.13673581
2,4,200,0.017922312021255493,0.13447994
2,4,225,0.01786850579082966,0.13661553
2,4,250,0.01785820908844471,0.13664803
2,4,275,0.0178518146276474,0.13681862
2,4,300,0.017846351489424706,0.13691401
2,4,325,0.01784275472164154,0.13700277
2,4,350,0.017839793115854263,0.13707548
2,4,375,0.017837153747677803,0.1371594
2,4,400,0.017835643142461777,0.13720796
2,4,425,0.01783413253724575,0.13723831
2,4,450,0.017832105979323387,0.13726792
2,4,475,0.017830155789852142,0.1373053
2,4,500,0.01782792992889881,0.13733791
2,4,525,0.017826873809099197,0.13738474
2,4,550,0.017825227230787277,0.137401
2,4,575,0.017823340371251106,0.13742787
2,4,600,0.01782033033668995,0.13743438
2,4,625,0.017816836014389992,0.13744578
2,4,650,0.017810553312301636,0.13746853
2,4,675,0.017798583954572678,0.13748455
2,4,700,0.01776919513940811,0.13754757
2,4,725,0.01769164949655533,0.13770124
2,4,750,0.017496149986982346,0.13818656
2,4,775,0.017163831740617752,0.13956073
2,4,800,0.01852770894765854,0.16095296
2,4,825,0.01681041531264782,0.14277866
2,4,850,0.016722330823540688,0.14363374
2,4,875,0.016664309427142143,0.14576697
2,4,900,0.01662871614098549,0.14634557
2,4,925,0.016601894050836563,0.14715378
2,4,950,0.016579467803239822,0.14771545
2,4,975,0.01656046137213707,0.14830212
2,4,1000,0.016598528251051903,0.14605522
2,5,0,0.1965346336364746,0.39973328
2,5,25,0.03584415465593338,0.17011452
2,5,50,0.028589142486453056,0.15779145
2,5,75,0.026751235127449036,0.15929462
2,5,100,0.025564422830939293,0.15605958
2,5,125,0.023479636758565903,0.14813104
2,5,150,0.020912880077958107,0.1371615
2,5,175,0.019373230636119843,0.12775435
2,5,200,0.018879860639572144,0.12381532
2,5,225,0.018637659028172493,0.12231378
2,5,250,0.018509481102228165,0.121576376
2,5,275,0.018440837040543556,0.12129903
2,5,300,0.018394317477941513,0.12128023
2,5,325,0.0183430016040802,0.12134373
2,5,350,0.01826181821525097,0.121273614
2,5,375,0.018103431910276413,0.12119904
2,5,400,0.01781168393790722,0.12129882
2,5,425,0.017510538920760155,0.12170281
2,5,450,0.017386939376592636,0.122233495
2,5,475,0.017342325299978256,0.122214116
2,5,500,0.017310447990894318,0.12181614
2,5,525,0.017287135124206543,0.12163879
2,5,550,0.017268052324652672,0.121593446
2,5,575,0.01725238747894764,0.12111125
2,5,600,0.017333121970295906,0.11857434
2,5,625,0.017223047092556953,0.12140108
2,5,650,0.017207477241754532,0.12159079
2,5,675,0.017192745581269264,0.12144134
2,5,700,0.017178745940327644,0.12147151
2,5,725,0.01716485805809498,0.12147328
2,5,750,0.017162658274173737,0.12029015
2,5,775,0.017285874113440514,0.117894284
2,5,800,0.017134837806224823,0.12047604
2,5,825,0.017111623659729958,0.12178306
2,5,850,0.01709665171802044,0.12157998
2,5,875,0.017081107944250107,0.12168297
2,5,900,0.017072509974241257,0.12159591
2,5,925,0.017056122422218323,0.12193058
2,5,950,0.017042124643921852,0.120917335
2,5,975,0.017022160813212395,0.12177237
2,5,1000,0.017071111127734184,0.12415535
2,6,0,0.28038260340690613,0.58580226
2,6,25,0.02992553822696209,0.21070638
2,6,50,0.024930857121944427,0.17560525
2,6,75,0.022508714348077774,0.17140095
2,6,100,0.018136626109480858,0.17239952
2,6,125,0.017098214477300644,0.1682442
2,6,150,0.01706734485924244,0.16778061
2,6,175,0.017048606649041176,0.1668786
2,6,200,0.01703854836523533,0.16661634
2,6,225,0.01703018508851528,0.16646889
2,6,250,0.01702311262488365,0.166338
2,6,275,0.017015548422932625,0.16631143
2,6,300,0.0170089453458786,0.16628152
2,6,325,0.017001716420054436,0.16625491
2,6,350,0.0169950220733881,0.16621467
2,6,375,0.01698780618607998,0.16617915
2,6,400,0.01699700951576233,0.16708352
2,6,425,0.0169738307595253,0.16611537
2,6,450,0.016967283561825752,0.16614652
2,6,475,0.016961822286248207,0.1661599
2,6,500,0.01703987643122673,0.1678308
2,6,525,0.016952116042375565,0.16586538
2,6,550,0.016947852447628975,0.1661469
2,6,575,0.0169698353856802,0.16711302
2,6,600,0.016946688294410706,0.1664021
2,6,625,0.016999099403619766,0.16762893
2,6,650,0.01700417697429657,0.16784419
2,6,675,0.016933299601078033,0.1653765
2,6,700,0.016930237412452698,0.16587001
2,6,725,0.017077475786209106,0.16830595
2,6,750,0.016925374045968056,0.16581535
2,6,775,0.016922781243920326,0.16568853
2,6,800,0.016919562593102455,0.16550177
2,6,825,0.01700260490179062,0.16696052
2,6,850,0.016925452277064323,0.16598289
2,6,875,0.01691267639398575,0.1653242
2,6,900,0.016908837482333183,0.16471022
2,6,925,0.01733386516571045,0.17085479
2,6,950,0.016926661133766174,0.16597973
2,6,975,0.016899200156331062,0.16436118
2,6,1000,0.016895579174160957,0.16442324
2,7,0,0.15537148714065552,0.32817078
2,7,25,0.02928234077990055,0.11424382
2,7,50,0.02899242751300335,0.114515096
2,7,75,0.02716280333697796,0.10922341
2,7,100,0.023424603044986725,0.10345891
2,7,125,0.01909281127154827,0.11375434
2,7,150,0.018084455281496048,0.13369052
2,7,175,0.01799669861793518,0.13698377
