outer,inner,epoch,rmse_typ,omega_1,omega_2,rho,sigma_1,sigma_2,LL
1,2,650,0.15345228,0.22599079,0.07239689,0.75351274,0.034136448,0.13107248,-749.1718
1,2,675,0.14326674,0.2236807,0.07289807,0.7931266,0.033915572,0.12544341,-754.54266
1,2,700,0.14208467,0.22032912,0.09328615,0.7380878,0.033425823,0.12041214,-747.4612
1,2,725,0.13934383,0.2278666,0.1383745,0.5239136,0.033609692,0.102818355,-747.5606
1,2,750,0.14281538,0.2345564,0.14401062,0.68888587,0.033420403,0.10348802,-745.0076
1,2,775,0.14456981,0.2571181,0.15507565,0.36981362,0.034497447,0.10577783,-742.10675
1,2,800,0.14213015,0.22511418,0.13068019,0.63653994,0.03403483,0.111503445,-715.4264
1,2,825,0.13607627,0.22911523,0.13195013,0.58108175,0.03313617,0.11255055,-748.0011
1,2,850,0.144129,0.23790395,0.17031758,0.5812705,0.033667095,0.08334628,-757.86786
1,2,875,0.14337032,0.2357258,0.18641984,0.6097747,0.034269966,0.09264254,-750.5759
1,2,900,0.1514374,0.25304636,0.16978227,0.5052458,0.033922944,0.092553,-742.65234
1,2,925,0.14261025,0.23590642,0.15932803,0.5582652,0.03358318,0.08912845,-749.9098
1,2,950,0.14240448,0.2333999,0.16338566,0.56476027,0.03379134,0.09255115,-748.7025
1,2,975,0.13718076,0.42286998,0.16820177,0.17100672,0.03506172,0.09815514,-713.7152
1,2,1000,0.15872253,0.2286416,0.15911464,0.38017976,0.034190137,0.09932188,-749.64734
1,3,0,0.42808634,0.08034762,0.078111455,-0.16184597,0.116710745,0.068107806,3216.993
1,3,25,0.25352967,0.22569424,0.1435515,-0.1435507,0.20877731,0.19935085,-435.8092
1,3,50,0.22479585,0.19152695,0.06370417,0.24585095,0.15901774,0.1047265,-524.8328
1,3,75,0.2164334,0.18836617,0.079063796,0.7573548,0.10749718,0.066252045,-598.9955
1,3,100,0.21382524,0.32435986,0.16043624,0.95117706,0.075958334,0.060921226,-639.1018
1,3,125,0.21236901,0.2621269,0.13370854,0.9063306,0.06273864,0.0998939,-673.0072
1,3,150,0.21012369,0.34074396,0.18163362,0.9300968,0.049078792,0.092426926,-697.0009
1,3,175,0.19929875,0.32146117,0.19635287,0.72906613,0.04133292,0.101746365,-694.5197
1,3,200,0.18479352,0.3309186,0.15795174,0.78857553,0.03747503,0.10958907,-684.46375
1,3,225,0.16487181,0.23061678,0.056835968,0.4553313,0.036795955,0.15739234,-729.1067
1,3,250,0.15283322,0.27340946,0.06624055,0.76124954,0.034447234,0.11772878,-726.8428
1,3,275,0.15038374,0.27232856,0.09632816,0.8202738,0.03321701,0.119119614,-746.4786
1,3,300,0.14375427,0.27048725,0.11396541,0.70773536,0.03306213,0.112028144,-730.61676
1,3,325,0.15124838,0.2731455,0.14901882,0.60643566,0.03323223,0.098801486,-751.5571
1,3,350,0.14707047,0.34116215,0.1532798,0.41312012,0.033751003,0.0984445,-735.1141
1,3,375,0.14246024,0.27596426,0.16202681,0.5942307,0.03360831,0.09496877,-749.31396
1,3,400,0.14606617,0.253727,0.0836179,0.6201935,0.03407216,0.123627625,-739.66315
1,3,425,0.1399132,0.25435114,0.08213636,0.7473198,0.03370755,0.12997824,-717.9539
1,3,450,0.16415332,0.25328118,0.04835758,0.5035503,0.03457242,0.1254634,-715.84576
1,3,475,0.13408108,0.2860088,0.13109288,0.8602972,0.032341156,0.10870376,-751.09705
1,3,500,0.13557325,0.2692612,0.12415191,0.70714295,0.0322801,0.10766,-751.5077
1,3,525,0.1378696,0.27901003,0.14547023,0.6749698,0.032527883,0.09661523,-752.86914
1,3,550,0.13844317,0.2820179,0.15168549,0.63879544,0.032329846,0.09211615,-754.70776
1,3,575,0.13794637,0.2837573,0.14937165,0.6250107,0.032115262,0.09190314,-754.02747
1,3,600,0.13796878,0.28453997,0.14747635,0.6193465,0.03196541,0.09169228,-756.35425
1,3,625,0.13945407,0.28500938,0.14782119,0.61293626,0.031928,0.09064497,-756.4843
1,3,650,0.13755667,0.28056446,0.1485958,0.60868436,0.031955365,0.09083125,-757.3696
1,3,675,0.13642417,0.2760719,0.14549229,0.6254753,0.031957094,0.09233411,-759.46265
1,3,700,0.1353165,0.26669142,0.14361583,0.65348864,0.031922918,0.093740396,-761.89075
1,3,725,0.13501441,0.26377377,0.14175591,0.6763557,0.031906407,0.09447235,-763.118
1,3,750,0.13316333,0.26355782,0.14086933,0.6942576,0.03193516,0.09483791,-763.46155
1,3,775,0.13308203,0.26305255,0.13899536,0.70482206,0.03191899,0.09608866,-763.6524
1,3,800,0.13199146,0.26387575,0.13992228,0.708434,0.03190121,0.09573341,-763.4211
1,3,825,0.1315479,0.26264432,0.13885303,0.7075294,0.03192823,0.09617496,-763.61536
1,3,850,0.13257171,0.26264626,0.1385274,0.71025956,0.031878117,0.09646641,-763.4789
1,3,875,0.13173053,0.26262984,0.137733,0.7131945,0.031862877,0.0967016,-763.8421
1,3,900,0.13041507,0.2622287,0.1391046,0.71602666,0.03188135,0.09673331,-764.2157
1,3,925,0.13173941,0.26294076,0.13725092,0.7150036,0.03188978,0.09658071,-763.73114
1,3,950,0.13182633,0.2623699,0.13841167,0.71242404,0.031869456,0.09672421,-764.3546
1,3,975,0.13153389,0.2639275,0.1386731,0.71855,0.03186334,0.096046105,-764.162
1,3,1000,0.13181527,0.26303983,0.1382245,0.7204798,0.03186957,0.097090684,-764.5806
1,4,0,0.39309534,0.14191273,0.16296045,-0.008688902,0.13863637,0.12905087,1329.6355
1,4,25,0.13611223,0.34764564,0.14640588,-0.2761786,0.20220236,0.24506295,-417.8795
1,4,50,0.13217075,0.3015483,0.049631383,0.05096262,0.10894293,0.08908799,-562.31036
1,4,75,0.12438053,0.34966767,0.1405398,0.82551956,0.060047314,0.10704711,-668.16846
1,4,100,0.13738516,0.3515943,0.19571075,0.92184085,0.03835982,0.12027749,-704.78674
1,4,125,0.13927694,0.30837777,0.13251872,0.91343707,0.03221604,0.13249627,-715.3713
1,4,150,0.12243145,0.26437676,0.0776003,0.90638065,0.03149261,0.12513725,-756.5665
1,4,175,0.12271284,0.25576177,0.061794378,0.8996964,0.031174663,0.12411905,-761.86694
1,4,200,0.12426597,0.25722164,0.06837058,0.9038229,0.03115837,0.12780452,-757.53406
1,4,225,0.12925352,0.22684269,0.056913335,0.89943945,0.032264635,0.16558461,-689.3647
1,4,250,0.13142893,0.28134817,0.05106545,0.90369123,0.030540323,0.12955672,-759.3606
1,4,275,0.12312466,0.28846508,0.10180052,0.92435193,0.029365359,0.11619019,-772.47595
1,4,300,0.12462468,0.28510788,0.08378609,0.91033727,0.029421154,0.11645666,-775.6397
1,4,325,0.12408867,0.28517878,0.08729089,0.89856225,0.029147707,0.11647268,-774.6626
1,4,350,0.12347091,0.28420413,0.0890086,0.8803379,0.029231185,0.11545293,-774.9298
1,4,375,0.12484538,0.2835232,0.091310546,0.85266465,0.029263834,0.11494894,-776.2306
1,4,400,0.12379,0.28490555,0.096968114,0.81534106,0.029280389,0.11355484,-775.5303
1,4,425,0.12438924,0.28550214,0.1048521,0.7635501,0.029276567,0.11073498,-776.10724
1,4,450,0.124667004,0.28610712,0.11191325,0.7145648,0.02936559,0.10816212,-775.554
1,4,475,0.12385973,0.28681153,0.11773588,0.6923208,0.029349385,0.10596849,-776.584
1,4,500,0.12362641,0.28617203,0.118271515,0.6873295,0.029422196,0.10542193,-776.57587
1,4,525,0.12470773,0.2819574,0.11707696,0.69028574,0.029367095,0.10571241,-776.77625
1,4,550,0.12236904,0.2675721,0.11787564,0.71912056,0.029343365,0.10590351,-782.05554
1,4,575,0.12734012,0.26400486,0.12377763,0.75954664,0.029602638,0.10374962,-785.9143
1,4,600,0.12871446,0.2509125,0.12531628,0.78035384,0.02961583,0.1030398,-787.032
1,4,625,0.12393163,0.33870482,0.110044405,0.69465196,0.031095047,0.11296642,-769.5702
1,4,650,0.13283294,0.25982782,0.12609674,0.80315065,0.029380986,0.10800612,-787.2031
1,4,675,0.13064323,0.25411773,0.120072514,0.81893086,0.02951514,0.10510626,-788.6978
1,4,700,0.13007735,0.25231093,0.123246625,0.81830305,0.02939916,0.10631497,-783.6303
1,4,725,0.13211773,0.25363237,0.124954954,0.8143866,0.029454721,0.104662195,-789.73303
1,4,750,0.13328558,0.25521773,0.120574355,0.828807,0.02938226,0.104939155,-789.9806
1,4,775,0.13506149,0.2535877,0.12155121,0.8359324,0.02939395,0.10590394,-791.2252
1,4,800,0.135333,0.25434476,0.121447854,0.8360319,0.02937219,0.10521486,-791.31537
1,4,825,0.13647768,0.25394028,0.12054805,0.83798426,0.02936258,0.10598468,-790.16986
1,4,850,0.13616854,0.25416967,0.12063416,0.8391877,0.029377397,0.105533175,-790.74664
1,4,875,0.13623294,0.25276265,0.12032474,0.84071493,0.029338734,0.10576056,-791.46747
1,4,900,0.13845792,0.25405994,0.12090314,0.84319884,0.029337576,0.10584979,-790.38
1,4,925,0.13500902,0.2533513,0.12215222,0.841374,0.029345565,0.105544224,-790.8443
1,4,950,0.1382178,0.25461087,0.120768026,0.8406571,0.029330978,0.10546163,-791.54834
1,4,975,0.13824378,0.2539487,0.12185635,0.8381952,0.029441988,0.105914876,-790.07465
1,4,1000,0.13291858,0.2530237,0.12054741,0.83821523,0.029336765,0.10541023,-790.7572
1,5,0,0.35471955,0.094280355,0.09318765,-0.18638152,0.10916196,0.09641564,2717.1125
1,5,25,0.23827976,0.26010054,0.14629807,-0.020928858,0.18650186,0.25491863,-433.46255
1,5,50,0.19063517,0.2287464,0.06643522,0.21902028,0.13145198,0.13025697,-561.0531
1,5,75,0.21509553,0.23729503,0.075236246,0.6712868,0.08238614,0.08266122,-641.3328
1,5,100,0.21389951,0.35788172,0.17586349,0.9276231,0.05683608,0.080068275,-659.9969
1,5,125,0.19093372,0.3673509,0.169572,0.9443381,0.044911254,0.09638933,-678.3839
1,5,150,0.18967663,0.33422157,0.12952958,0.9473394,0.03875485,0.11543987,-731.2427
1,5,175,0.1850045,0.31955314,0.13309586,0.95168966,0.0344743,0.10889183,-750.8922
1,5,200,0.17525981,0.27605626,0.10435348,0.95047104,0.03322681,0.11441748,-765.25464
1,5,225,0.1614934,0.26061115,0.08067395,0.94725066,0.0327876,0.110323936,-769.3998
1,5,250,0.1607331,0.2785654,0.07953402,0.9478413,0.032615807,0.10857084,-761.775
1,5,275,0.16440748,0.2741929,0.080021724,0.9510538,0.033413716,0.12546529,-751.0003
1,5,300,0.16152869,0.23354515,0.03131424,0.9414588,0.03524817,0.1312563,-719.6202
1,5,325,0.16563722,0.25791314,0.050123353,0.9491258,0.03303272,0.10980721,-777.3234
1,5,350,0.16638863,0.27130792,0.08958338,0.95773107,0.032211307,0.10580217,-764.2369
1,5,375,0.36361116,1.816381,0.6144528,0.9891923,0.04469799,0.61438245,-564.69885
1,5,400,0.34033147,1.7607063,1.0551543,0.994169,0.03710798,0.44508597,-604.57117
1,5,425,0.28144908,1.3432933,0.89610547,0.9896142,0.03160927,0.2920711,-639.15155
1,5,450,0.19622985,0.8178778,0.4678946,0.9676203,0.031665977,0.1962656,-687.7766
1,5,475,0.1609401,0.34510908,0.15473157,0.8929145,0.03161597,0.11531655,-755.5013
1,5,500,0.16106904,0.25039607,0.11288582,0.6383878,0.0324883,0.10127355,-757.6329
1,5,525,0.15821959,0.27780136,0.1347062,0.6759868,0.032426447,0.098960005,-765.5311
1,5,550,0.15693241,0.2728442,0.14423242,0.5950249,0.03241583,0.09041924,-749.7186
1,5,575,0.16064008,0.27943057,0.15005808,0.6128265,0.032947134,0.08665215,-765.4806
1,5,600,0.15800963,0.2748518,0.14907366,0.6093997,0.032792676,0.08340473,-765.6946
1,5,625,0.16215901,0.28286967,0.15386339,0.63652086,0.033050366,0.08174339,-767.8817
1,5,650,0.15942886,0.2799599,0.17681968,0.68623257,0.03306928,0.08286742,-763.932
1,5,675,0.1588767,0.27218473,0.15415749,0.6328094,0.03305982,0.079266116,-766.40765
1,5,700,0.1590994,0.27431062,0.15182039,0.614424,0.033137783,0.08012736,-768.881
1,5,725,0.16037461,0.27263674,0.15178525,0.59314257,0.03300815,0.08078524,-767.8975
1,5,750,0.15695475,0.26540056,0.15108979,0.63793933,0.032960862,0.08100249,-770.25183
1,5,775,0.15708423,0.2614077,0.15043823,0.62539124,0.032925103,0.08094664,-772.67236
1,5,800,0.15784049,0.25827765,0.15198353,0.6134244,0.032917723,0.08159409,-773.3961
1,5,825,0.1586435,0.2576237,0.15307218,0.6438392,0.032994658,0.08209903,-770.8973
1,5,850,0.1556664,0.2560797,0.14930718,0.68587315,0.03287585,0.0828705,-779.67377
1,5,875,0.15781933,0.25271922,0.14884554,0.6898064,0.032841012,0.085101314,-774.7479
1,5,900,0.15990075,0.25765833,0.15126954,0.65182614,0.032942176,0.08841952,-772.40533
1,5,925,0.15692222,0.24847999,0.1417732,0.71765125,0.032848395,0.092546366,-778.28125
1,5,950,0.15991959,0.25183666,0.13970356,0.71885645,0.032653652,0.093734965,-770.6622
1,5,975,0.1581239,0.2525484,0.13711384,0.7319778,0.032722995,0.09343795,-769.1201
1,5,1000,0.1582105,0.25983867,0.11702691,0.7679783,0.03362917,0.105206594,-776.279
1,6,0,0.45914832,0.10940455,0.123916976,0.106537625,0.070181854,0.1200906,8412.816
1,6,25,0.22299558,0.2786209,0.37375775,-0.025527015,0.13219196,0.3678553,-444.5039
1,6,50,0.15924597,0.30428523,0.19304803,0.1503164,0.12675174,0.3267808,-506.666
1,6,75,0.1286691,0.2716573,0.10816672,0.2941582,0.10738198,0.20490079,-568.4038
1,6,100,0.12216895,0.23895766,0.082108796,0.45893425,0.088813804,0.13576822,-613.80396
1,6,125,0.12155693,0.2489736,0.100682594,0.6550002,0.07484852,0.11795447,-641.2711
1,6,150,0.12527671,0.2942417,0.17604354,0.80624837,0.06443061,0.11651246,-634.9692
1,6,175,0.14229982,0.2942695,0.18867885,0.87314343,0.055629726,0.10746164,-633.49615
1,6,200,0.14496906,0.25036758,0.1383527,0.8296632,0.049211238,0.11165367,-710.9996
1,6,225,0.14713164,0.26364428,0.09270349,0.77129525,0.04424235,0.11787331,-733.01996
1,6,250,0.14460951,0.24931684,0.12616053,0.730106,0.04036821,0.13030876,-732.5677
1,6,275,0.14499547,0.24206494,0.089975365,0.65362334,0.03764082,0.13114955,-720.3616
1,6,300,0.14641836,0.24868917,0.07435982,0.580003,0.036081467,0.1398153,-710.92584
1,6,325,0.14553384,0.23565367,0.07681239,0.5267712,0.035098553,0.15047105,-745.6696
1,6,350,0.14691438,0.2533042,0.06751508,0.528758,0.03414509,0.1403924,-693.6203
1,6,375,0.14584365,0.23675197,0.06325543,0.5915219,0.03389575,0.1521921,-700.50073
1,6,400,0.14443704,0.23732023,0.054776452,0.57134867,0.033759184,0.14060754,-733.76514
1,6,425,0.14485939,0.24311528,0.05714113,0.6207342,0.03342098,0.1311852,-750.8293
1,6,450,0.15029368,0.25146016,0.07004482,0.71552265,0.03307574,0.12900488,-749.9556
1,6,475,0.14440304,0.24597752,0.07191964,0.740034,0.033140898,0.1395103,-733.82104
1,6,500,0.15181585,0.25055578,0.05666409,0.73023736,0.03313859,0.13455042,-738.13153
1,6,525,0.14949879,0.19766101,0.05596738,0.7015494,0.03398563,0.17356911,-748.237
1,6,550,0.17177927,0.2841047,0.053495068,0.6585038,0.033967424,0.14019223,-721.25726
1,6,575,0.1477546,0.2260664,0.03375135,0.46741194,0.034902986,0.14803925,-724.0731
1,6,600,0.1442533,0.25649774,0.032287024,0.5115777,0.033924904,0.124901295,-747.0191
1,6,625,0.1466273,0.23113859,0.03758675,0.611193,0.033546753,0.13523355,-744.98785
1,6,650,0.14619939,0.2438765,0.046062298,0.70362943,0.03302995,0.12408199,-756.5133
1,6,675,0.14807084,0.23508784,0.039839,0.71604455,0.033346385,0.13513514,-743.7242
1,6,700,0.14501889,0.20464182,0.031059222,0.6892363,0.03373844,0.1387501,-737.0453
1,6,725,0.15342484,0.20679057,0.024333619,0.6506727,0.03382073,0.13391052,-734.7938
1,6,750,0.15988994,0.21966211,0.023982082,0.65750057,0.033584334,0.13861644,-744.6653
1,6,775,0.14354612,0.20989828,0.028100349,0.6969852,0.033383854,0.1312012,-760.23395
1,6,800,0.15578595,0.22750662,0.040114805,0.75465345,0.033090156,0.12511444,-765.88794
1,6,825,0.15136015,0.23287813,0.080056496,0.825785,0.03273534,0.12137057,-762.1677
1,6,850,0.15183228,0.23111966,0.0752671,0.8330339,0.03289846,0.11802577,-766.2488
1,6,875,0.15430573,0.24136649,0.08723965,0.82772726,0.032930296,0.118341096,-766.19385
1,6,900,0.14784674,0.23783442,0.10014317,0.8128898,0.032891653,0.113133356,-759.6718
1,6,925,0.14957255,0.23669618,0.10084179,0.7733568,0.032949675,0.11496988,-765.3501
1,6,950,0.1425405,0.2300426,0.08659214,0.7599973,0.03307897,0.11904892,-771.67676
1,6,975,0.14393188,0.23675047,0.10057038,0.78298205,0.03288185,0.115100995,-757.1598
1,6,1000,0.14599459,0.23199216,0.09287352,0.7973075,0.033013113,0.11614965,-769.35333
1,7,0,0.3717082,0.12263762,0.098996505,0.030663537,0.118522815,0.10980293,2935.537
1,7,25,0.22599216,0.3207645,0.11586729,-0.13368005,0.19089828,0.22889006,-447.06485
1,7,50,0.15562838,0.265496,0.057119172,0.076318435,0.1379536,0.105953045,-545.3372
1,7,75,0.14883815,0.2396377,0.0734546,0.57713574,0.09192261,0.07837999,-602.17975
1,7,100,0.13406277,0.31388143,0.18368185,0.8912001,0.06600757,0.087869614,-665.6769
1,7,125,0.13714461,0.3891004,0.21680465,0.93032426,0.04772632,0.07472131,-700.0501
1,7,150,0.1357507,0.38248414,0.1898116,0.8178097,0.03774311,0.09158807,-725.47
1,7,175,0.124015726,0.3525477,0.16327439,0.71847904,0.031917837,0.09649931,-745.2745
1,7,200,0.11209845,0.31726536,0.14276831,0.65027857,0.029425437,0.10123735,-757.45917
1,7,225,0.105917856,0.30213678,0.13556953,0.62605643,0.028732069,0.10342385,-761.18353
1,7,250,0.104444295,0.29942885,0.13979976,0.6158854,0.028685851,0.10090171,-761.51324
1,7,275,0.10334313,0.29923558,0.14160113,0.6097202,0.028785698,0.0990249,-762.7052
1,7,300,0.10388495,0.29894212,0.14148493,0.6048094,0.02885473,0.09823976,-762.72516
1,7,325,0.10492313,0.2991251,0.14344461,0.6133139,0.028856466,0.098388106,-763.3693
1,7,350,0.10237059,0.29926103,0.14219064,0.6114094,0.028845463,0.098593034,-763.48016
1,7,375,0.103272796,0.2992333,0.14162183,0.61494946,0.028857278,0.099111706,-764.2108
1,7,400,0.10268644,0.29939112,0.1416033,0.6108793,0.028832607,0.09884868,-763.27216
1,7,425,0.10041478,0.30032596,0.1421258,0.61799955,0.02884164,0.0992896,-763.51575
1,7,450,0.09921206,0.30085605,0.14098841,0.6201401,0.028845811,0.0996177,-763.3185
1,7,475,0.102590315,0.29926813,0.14202103,0.6170475,0.02881952,0.099668086,-763.3552
1,7,500,0.09950672,0.3002896,0.14221928,0.6113788,0.028851602,0.09907726,-762.0312
1,7,525,0.09986195,0.29949167,0.1415168,0.6186075,0.028868511,0.09921167,-763.1939
1,7,550,0.102776445,0.2996955,0.14113438,0.6259786,0.028836777,0.09931314,-764.50604
1,7,575,0.1019116,0.3005642,0.14104079,0.62316704,0.028848939,0.099455826,-762.2918
1,7,600,0.10008503,0.2997759,0.14199176,0.6213652,0.028832376,0.09963507,-762.3429
1,7,625,0.101647206,0.30010515,0.1413921,0.6245866,0.028837819,0.09985021,-764.0123
1,7,650,0.102454916,0.29636034,0.1430625,0.624447,0.028913794,0.09848793,-761.23145
1,7,675,0.106791705,0.3001107,0.14186412,0.6161497,0.028896654,0.099274606,-764.2622
1,7,700,0.09423521,0.30775282,0.14080659,0.59742266,0.02889677,0.09942819,-755.28394
1,7,725,0.096950404,0.29727447,0.13985004,0.6253071,0.028940778,0.10053879,-763.4861
1,7,750,0.09553796,0.29182574,0.13755713,0.65359837,0.028764734,0.10242665,-766.79974
1,7,775,0.12429459,0.29502907,0.14275229,0.65661126,0.028879398,0.102109276,-763.51917
1,7,800,0.10067549,0.28906488,0.13576469,0.65072906,0.029120034,0.10244946,-768.5774
1,7,825,0.08961444,0.28552344,0.13456012,0.6850924,0.028685967,0.105100356,-768.97577
1,7,850,0.09210389,0.2809243,0.13629356,0.6958883,0.02870844,0.103835694,-770.4305
1,7,875,0.091032036,0.28028455,0.13510317,0.70087534,0.028729405,0.10329743,-770.66797
1,7,900,0.09169807,0.27925324,0.13486236,0.70569694,0.028691875,0.103944965,-772.1135
1,7,925,0.08829654,0.2776773,0.13309513,0.7094183,0.028697435,0.10468861,-770.79767
1,7,950,0.08937341,0.27790457,0.13272053,0.71217644,0.02867137,0.10458102,-771.6165
1,7,975,0.088979386,0.2784427,0.13226037,0.7172322,0.028689094,0.105299726,-771.7445
1,7,1000,0.08986307,0.27929056,0.1333566,0.71729016,0.02867589,0.104990885,-770.3698
1,8,0,0.41406694,0.082703695,0.07083809,-0.15539202,0.10194016,0.15244228,4361.863
1,8,25,0.14294896,0.27522275,0.100353345,-0.11746167,0.1766045,0.3990369,-422.861
1,8,50,0.1884025,0.24011892,0.048232973,0.14232352,0.14916691,0.24955948,-498.41693
