outer,inner,epoch,rmse_typ,omega_1,omega_2,rho,sigma,LL
1,1,850,0.18400438,0.30380252,0.27815136,0.7031968,0.028522389,-231.1923
1,1,875,0.1881489,0.30346665,0.2705786,0.6968813,0.028868858,-224.03769
1,1,900,0.2034005,0.30467522,0.2904036,0.70220816,0.030347906,-225.33592
1,1,925,0.19551885,0.30826795,0.29781628,0.7283777,0.029809892,-232.22884
1,1,950,0.1969583,0.30741397,0.27722123,0.6832614,0.03104212,-221.34262
1,1,975,0.18076795,0.2995521,0.29430726,0.65261155,0.029743128,-224.58669
1,1,1000,0.18889263,0.2951912,0.2789072,0.72361094,0.03541629,-215.66075
1,2,0,0.3914235,0.122784816,0.1608075,-0.08098813,0.15159382,1338.1486
1,2,25,0.14951672,0.3036364,0.31050777,0.15041354,0.2719852,1.7755357
1,2,50,0.15685178,0.25427043,0.26174414,0.31497762,0.17367192,-74.22745
1,2,75,0.16519096,0.3026778,0.26806623,0.5729918,0.10354102,-133.32007
1,2,100,0.16239944,0.3461047,0.3229229,0.7414584,0.06800724,-157.19841
1,2,125,0.1619164,0.3499257,0.33600217,0.75491804,0.065885924,-142.3724
1,2,150,0.16067837,0.35034359,0.34609812,0.71492195,0.055156365,-170.61111
1,2,175,0.16261292,0.3490563,0.35820103,0.7011535,0.04972417,-163.94649
1,2,200,0.16844323,0.34301266,0.3584603,0.67880553,0.047227256,-175.80936
1,2,225,0.16300488,0.3380654,0.36830905,0.7125752,0.044581134,-172.32681
1,2,250,0.15926898,0.33639926,0.3471776,0.70933336,0.04984859,-172.36296
1,2,275,0.15795274,0.33220336,0.35409632,0.70981,0.04866659,-157.89015
1,2,300,0.16126554,0.3314972,0.359476,0.70093954,0.048201393,-175.19621
1,2,325,0.15873162,0.3332953,0.36589077,0.71363616,0.046050575,-178.34442
1,2,350,0.15173061,0.32078752,0.3419572,0.6486604,0.04580384,-177.89133
1,2,375,0.155694,0.30582097,0.35938987,0.66100717,0.049126685,-180.10472
1,2,400,0.15371718,0.32683098,0.35177317,0.6818642,0.048063815,-179.6256
1,2,425,0.14775926,0.30534998,0.32857114,0.6474943,0.04752263,-178.42291
1,2,450,0.14754571,0.2909167,0.30340672,0.7424271,0.059076004,-173.75345
1,2,475,0.14892808,0.30926853,0.33920765,0.65213346,0.049579088,-177.24435
1,2,500,0.14928643,0.3021315,0.32431954,0.63879836,0.05406702,-158.4867
1,2,525,0.14981197,0.31108832,0.3372552,0.6727073,0.050845783,-179.71646
1,2,550,0.14353932,0.30504945,0.3183432,0.6239357,0.04888696,-183.86194
1,2,575,0.14927383,0.2920831,0.31966946,0.6424591,0.04798519,-182.40791
1,2,600,0.1493416,0.2900551,0.3310575,0.61075693,0.051395703,-180.01227
1,2,625,0.14825942,0.29580855,0.3318953,0.5882727,0.046652287,-175.67563
1,2,650,0.15255103,0.29255745,0.34781125,0.59249425,0.045861803,-185.15938
1,2,675,0.15456699,0.28807148,0.3439797,0.6221216,0.04577173,-182.95747
1,2,700,0.14841063,0.28043458,0.32937062,0.6632495,0.05811837,-146.506
1,2,725,0.14821199,0.29626003,0.34108645,0.64793503,0.05071956,-177.41696
1,2,750,0.14815481,0.28815907,0.34269133,0.60257137,0.045407034,-183.01746
1,2,775,0.15251353,0.2891306,0.3203743,0.6751983,0.060247455,-166.33995
1,2,800,0.15242103,0.29261875,0.3435612,0.5864271,0.04989838,-181.40465
1,2,825,0.15258808,0.2883929,0.34856126,0.62328744,0.04731572,-177.93056
1,2,850,0.15184942,0.28819525,0.35373133,0.6272731,0.04925731,-181.09253
1,2,875,0.15234062,0.29638126,0.3383933,0.60480034,0.047071688,-186.0005
1,2,900,0.14817826,0.29631567,0.31227517,0.6219585,0.045483127,-187.94713
1,2,925,0.15055782,0.2843274,0.32242414,0.57945204,0.047204286,-178.44797
1,2,950,0.14728896,0.2910591,0.31151313,0.56597567,0.048257053,-179.24884
1,2,975,0.14831717,0.29043695,0.3113538,0.5839264,0.046750356,-186.1447
1,2,1000,0.14551468,0.27689737,0.30645722,0.60775465,0.05118404,-177.00003
1,3,0,0.4099805,0.16345885,0.13595824,0.04447581,0.12697005,1961.1205
1,3,25,0.23458745,0.42704087,0.3638075,0.25146487,0.248942,9.369037
1,3,50,0.22400673,0.34030458,0.28031886,0.25469908,0.19243202,-69.493645
1,3,75,0.21559842,0.30651155,0.25323045,0.42210466,0.13412811,-106.699265
1,3,100,0.2131305,0.32149556,0.25684044,0.66143894,0.09307676,-141.57594
1,3,125,0.21256876,0.33553097,0.29496747,0.7630898,0.06915649,-160.42664
1,3,150,0.21298209,0.35172084,0.32187736,0.73584044,0.056482945,-169.33769
1,3,175,0.21506462,0.34874356,0.3251463,0.7351098,0.051713396,-158.50722
1,3,200,0.21203057,0.3367793,0.31539088,0.7415651,0.050226636,-172.59154
1,3,225,0.20956722,0.34844565,0.30711517,0.75344646,0.049459964,-175.06427
1,3,250,0.20873937,0.3514595,0.3001983,0.7311214,0.04882622,-175.64432
1,3,275,0.21538581,0.35432503,0.3037603,0.714429,0.047852352,-152.9015
1,3,300,0.21235944,0.34312424,0.28277317,0.6930083,0.05013968,-169.5347
1,3,325,0.19642843,0.337,0.2760015,0.7095326,0.049237337,-174.88583
1,3,350,0.1922212,0.31882402,0.2762783,0.6900972,0.04841403,-157.29251
1,3,375,0.19483258,0.33787093,0.26653308,0.70709085,0.051661097,-178.3663
1,3,400,0.1786838,0.31842235,0.27382094,0.6605793,0.04788622,-177.1043
1,3,425,0.18967736,0.30950257,0.2608552,0.6706569,0.05175177,-175.18079
1,3,450,0.18005097,0.31301656,0.26293617,0.6727659,0.048159815,-182.23872
1,3,475,0.16066384,0.30464596,0.24844484,0.66786456,0.04621609,-184.74974
1,3,500,0.17209773,0.29285654,0.24346504,0.6455281,0.05293624,-163.43268
1,3,525,0.16127221,0.28911096,0.24918157,0.63644564,0.048539862,-186.21921
1,3,550,0.16638967,0.2969154,0.25037816,0.635998,0.047852922,-186.3726
1,3,575,0.16884652,0.29465747,0.24100448,0.6734232,0.05189099,-174.67046
1,3,600,0.17619425,0.2983262,0.2488394,0.62575394,0.048813164,-177.53699
1,3,625,0.15699033,0.28156418,0.24877127,0.5821216,0.047720976,-185.03627
1,3,650,0.18647085,0.29921845,0.22994307,0.6610747,0.05909376,-173.08952
1,3,675,0.17781961,0.30273947,0.24061076,0.63894147,0.0499654,-181.99475
1,3,700,0.17063889,0.29510033,0.24521492,0.6003424,0.046090417,-187.2211
1,3,725,0.1580277,0.294647,0.24755235,0.64506996,0.04567869,-187.9326
1,3,750,0.16408803,0.28338718,0.24347587,0.6564121,0.05126864,-180.40941
1,3,775,0.16544989,0.28174263,0.2517766,0.62840366,0.048260916,-182.57901
1,3,800,0.17470315,0.27704892,0.25117543,0.6522491,0.04969286,-159.13707
1,3,825,0.17442645,0.30494583,0.24897982,0.6376716,0.048640016,-184.70627
1,3,850,0.16136657,0.2983706,0.24453025,0.62865627,0.04520743,-186.97025
1,3,875,0.16988032,0.29052308,0.25756583,0.6410103,0.0462236,-189.21625
1,3,900,0.16186647,0.28684142,0.25375012,0.5663916,0.04508186,-185.4409
1,3,925,0.154265,0.29341975,0.2490342,0.5823995,0.04760618,-185.74767
1,3,950,0.16739817,0.30172393,0.24628153,0.64876723,0.04653452,-186.71631
1,3,975,0.15571752,0.29069522,0.25189456,0.6452904,0.045572996,-186.62889
1,3,1000,0.16712473,0.2888213,0.25246328,0.63832545,0.046349257,-188.29498
1,4,0,0.44898444,0.101933055,0.12613647,0.016151097,0.1323412,1866.4359
1,4,25,0.13780087,0.28670996,0.32424843,0.3677773,0.24257949,-2.473741
1,4,50,0.12299496,0.2546406,0.2767476,0.57158965,0.17150798,-80.63819
1,4,75,0.12350451,0.2670477,0.28676715,0.68896717,0.1139102,-123.72965
1,4,100,0.12200454,0.3229209,0.30970627,0.7839079,0.07987503,-153.12482
1,4,125,0.12038873,0.3514107,0.33666727,0.7887316,0.0630363,-149.5528
1,4,150,0.12106286,0.3490992,0.32639605,0.75321275,0.055080775,-171.71053
1,4,175,0.11522321,0.34825137,0.3217099,0.739719,0.05213102,-180.08536
1,4,200,0.12714638,0.34291908,0.30694014,0.76301813,0.06709892,-150.60222
1,4,225,0.12031558,0.3518276,0.30732515,0.71606374,0.055500157,-174.29163
1,4,250,0.1349085,0.3167966,0.3269534,0.69201565,0.05147168,-163.7342
1,4,275,0.117884204,0.33267066,0.30862802,0.728732,0.052228328,-181.68062
1,4,300,0.118137665,0.3164491,0.3055766,0.66581297,0.04827432,-183.59259
1,4,325,0.12145914,0.31103173,0.30335003,0.672423,0.04581079,-187.95354
1,4,350,0.11949439,0.30099,0.31353405,0.63836324,0.047326747,-183.67511
1,4,375,0.12678958,0.31065547,0.30076227,0.63511866,0.049574323,-182.42401
1,4,400,0.12865187,0.3195775,0.31766725,0.7103461,0.047741324,-179.90778
1,4,425,0.12260466,0.3097828,0.3131134,0.64733696,0.04735301,-181.11378
1,4,450,0.12365226,0.3068655,0.3096993,0.68791115,0.047708362,-186.39268
1,4,475,0.116716914,0.30197242,0.31795207,0.64800394,0.04656877,-183.33498
1,4,500,0.12948613,0.31317607,0.3027988,0.6978491,0.05683315,-162.75186
1,4,525,0.11918235,0.32437375,0.30836824,0.68437755,0.049289085,-180.9341
1,4,550,0.11996078,0.30624425,0.31519884,0.63048255,0.044553086,-186.46414
1,4,575,0.12681763,0.29708186,0.30992168,0.66805154,0.0466169,-188.49492
1,4,600,0.123849556,0.30975455,0.31723246,0.6717874,0.04776837,-182.76167
1,4,625,0.118701726,0.30053216,0.30625775,0.6588265,0.043610424,-187.96483
1,4,650,0.119323194,0.30467162,0.30471638,0.65251815,0.04558564,-186.54099
1,4,675,0.12594631,0.305175,0.30916274,0.66593075,0.045493264,-183.68587
1,4,700,0.1213961,0.2933122,0.2944719,0.6415075,0.046998445,-180.47514
1,4,725,0.11933176,0.30799043,0.30492958,0.60853124,0.045537118,-185.24406
1,4,750,0.11532036,0.2933897,0.31154492,0.6145425,0.04652394,-189.95245
1,4,775,0.114145465,0.2964892,0.3097355,0.62684596,0.04867113,-185.21526
1,4,800,0.12036514,0.30485144,0.29991165,0.7406647,0.05979368,-164.78586
1,4,825,0.12652165,0.3064874,0.30871436,0.658664,0.046445306,-185.62675
1,4,850,0.122765206,0.30447364,0.3144184,0.6559385,0.045754876,-190.17845
1,4,875,0.12011849,0.3013348,0.31127703,0.66589856,0.044222046,-183.32523
1,4,900,0.12161875,0.2945821,0.31100106,0.66908145,0.046451453,-189.54527
1,4,925,0.124955595,0.29844925,0.31279215,0.6359151,0.04780883,-182.46114
1,4,950,0.11989996,0.30793568,0.3133596,0.6600456,0.046961933,-186.3594
1,4,975,0.11530499,0.3053449,0.29730245,0.64819413,0.044601083,-189.73003
1,4,1000,0.12406952,0.29447547,0.3155295,0.5871444,0.04413217,-183.14188
1,5,0,0.5066599,0.15861419,0.081563324,0.0470523,0.13175693,2041.4229
1,5,25,0.1867643,0.43570164,0.24132182,0.23915398,0.26198947,0.28244406
1,5,50,0.20641011,0.35907793,0.22600535,0.42490596,0.19215563,-67.36558
1,5,75,0.19769225,0.33540908,0.21531738,0.55104357,0.1252475,-114.35556
1,5,100,0.19088086,0.33515197,0.24698745,0.7048695,0.08870341,-144.15108
1,5,125,0.20340857,0.34497157,0.29195768,0.7764318,0.068902045,-162.25426
1,5,150,0.20575522,0.3750328,0.31470996,0.85786647,0.05951303,-175.08269
1,5,175,0.20084178,0.37310103,0.3277627,0.82436585,0.051198762,-174.31532
1,5,200,0.21166754,0.37783992,0.3242898,0.8223218,0.050571106,-172.8668
1,5,225,0.20251118,0.36407146,0.3273546,0.80106485,0.050185822,-158.52927
1,5,250,0.19190513,0.373812,0.32296672,0.80453336,0.05032413,-177.80943
1,5,275,0.18744966,0.35960498,0.31302154,0.81767225,0.050230376,-170.12196
1,5,300,0.18489553,0.37063974,0.29318425,0.8183056,0.049923215,-180.46378
1,5,325,0.17325148,0.3576624,0.28292823,0.788041,0.051398873,-121.1983
1,5,350,0.1965317,0.37893635,0.2753866,0.78684175,0.052682154,-182.48929
1,5,375,0.1759508,0.33358985,0.268906,0.75816035,0.050154306,-184.69243
1,5,400,0.16799362,0.32158157,0.26398754,0.7192193,0.053620603,-187.31107
1,5,425,0.17268874,0.33625975,0.25820205,0.75019693,0.050771,-186.03966
1,5,450,0.16585526,0.31412596,0.25904995,0.7106154,0.046052396,-182.9279
1,5,475,0.17118198,0.3292767,0.24376991,0.72905004,0.04857938,-178.6466
1,5,500,0.1681495,0.3307817,0.24393702,0.7005855,0.050577343,-189.28346
1,5,525,0.16804855,0.30822948,0.24871539,0.71290433,0.04780917,-197.79121
1,5,550,0.16253936,0.31523728,0.24676432,0.72132725,0.046452135,-193.84395
1,5,575,0.17322715,0.3208496,0.23751184,0.7704312,0.05338884,-190.02034
1,5,600,0.17257611,0.3217138,0.23993184,0.72456986,0.0476737,-194.06956
1,5,625,0.1813298,0.31984928,0.24634323,0.7273363,0.046545785,-196.05656
1,5,650,0.16899574,0.30375597,0.25030985,0.69109523,0.046323534,-195.35675
1,5,675,0.16885895,0.30546522,0.24758519,0.68880266,0.048345312,-175.23137
1,5,700,0.16511296,0.30634052,0.24745601,0.7166952,0.046476603,-187.21523
1,5,725,0.16630556,0.31117696,0.24711697,0.72815,0.05033014,-146.58034
1,5,750,0.17948243,0.32389644,0.23575425,0.75364757,0.0492387,-189.73045
1,5,775,0.16372249,0.32474273,0.24384417,0.7429395,0.045947995,-180.90355
1,5,800,0.1620423,0.32580513,0.25980926,0.7510802,0.045050863,-189.2937
1,5,825,0.17056386,0.3209732,0.237677,0.75082743,0.04827182,-197.08575
1,5,850,0.16739579,0.3140072,0.23064111,0.7178489,0.045993194,-194.38771
1,5,875,0.16785331,0.32792768,0.23673739,0.7088933,0.043540463,-191.05992
1,5,900,0.16145615,0.30834132,0.22895245,0.7450738,0.04554076,-196.87779
1,5,925,0.17140026,0.3196109,0.22096843,0.7604356,0.04728809,-198.2016
1,5,950,0.16323607,0.31574085,0.22274187,0.6897353,0.045630515,-199.16158
1,5,975,0.164108,0.3163764,0.22164889,0.7213322,0.04611353,-198.57617
1,5,1000,0.16738877,0.32202458,0.21927427,0.76085466,0.04616316,-196.62299
1,6,0,0.498209,0.122193895,0.096529186,-0.07896717,0.12758113,2197.5593
1,6,25,0.13452235,0.34364632,0.28045765,0.5003842,0.25045028,-7.9590592
1,6,50,0.12780231,0.3077634,0.25672102,0.56719315,0.18699944,-71.729034
1,6,75,0.1260536,0.3082576,0.23134519,0.59823537,0.12605986,-116.274475
1,6,100,0.1234389,0.32709154,0.24639046,0.73623013,0.092273995,-143.67584
1,6,125,0.124273255,0.3434797,0.26985645,0.76606786,0.07211975,-157.1126
1,6,150,0.12810978,0.3394486,0.2866816,0.71687615,0.06182127,-162.16591
1,6,175,0.12819465,0.34582138,0.27880862,0.7268785,0.058707245,-169.82513
1,6,200,0.12853916,0.33688298,0.28110096,0.69908816,0.05555034,-164.25948
1,6,225,0.12873782,0.33053315,0.2740452,0.68842274,0.05491232,-175.3124
1,6,250,0.13025612,0.3115771,0.277569,0.67770064,0.05065803,-181.10414
1,6,275,0.1297118,0.31566894,0.2571962,0.71591127,0.059761453,-145.2032
1,6,300,0.12974653,0.3097661,0.25190634,0.6779086,0.057405677,-173.65218
1,6,325,0.13423787,0.29486823,0.26138034,0.6539297,0.050291143,-182.18915
1,6,350,0.13397448,0.29011753,0.26711798,0.6246531,0.05190186,-152.0633
1,6,375,0.13457935,0.30956966,0.26072717,0.62451744,0.052064143,-173.06375
1,6,400,0.13904804,0.27937388,0.25556955,0.6056447,0.04909264,-178.60745
1,6,425,0.1361364,0.2907775,0.24272071,0.65948725,0.05340613,-160.01068
1,6,450,0.13736303,0.29322168,0.24651149,0.59890544,0.051241007,-167.77231
1,6,475,0.13481049,0.28976187,0.2591622,0.60320395,0.052508093,-168.26717
1,6,500,0.13928057,0.28999782,0.25435254,0.574193,0.048171856,-188.69017
1,6,525,0.13568369,0.28768498,0.25369343,0.63697445,0.052462734,-171.77505
1,6,550,0.13414273,0.29299864,0.2510198,0.5906781,0.048226383,-180.65361
1,6,575,0.13540299,0.29623094,0.2582677,0.60816765,0.04928795,-165.51265
1,6,600,0.13613634,0.28748477,0.25704402,0.6000387,0.0476654,-184.81213
1,6,625,0.13734879,0.2893592,0.2611424,0.59346175,0.046928722,-185.94055
1,6,650,0.14039712,0.29429704,0.25744015,0.6094552,0.052368164,-171.78584
1,6,675,0.13517626,0.28830212,0.26238927,0.58925754,0.050221536,-183.46895
1,6,700,0.14134851,0.2932069,0.25344735,0.57963955,0.04739292,-172.82881
1,6,725,0.13463718,0.2881445,0.25521007,0.6019166,0.05104676,-188.7755
1,6,750,0.13798457,0.2886398,0.26243943,0.6057196,0.04563222,-187.337
1,6,775,0.13854188,0.2856299,0.25947168,0.6133261,0.04577913,-190.34392
1,6,800,0.13733505,0.28696543,0.2569588,0.61649156,0.04744624,-187.04935
1,6,825,0.13585217,0.27893582,0.25447437,0.60826445,0.04864785,-180.87856
1,6,850,0.14215025,0.28491893,0.26487473,0.5854711,0.046840567,-178.39302
1,6,875,0.1420724,0.2891642,0.2749244,0.62528324,0.049122147,-173.72986
1,6,900,0.1384127,0.27554715,0.27383763,0.65242064,0.049449187,-185.90247
1,6,925,0.13731013,0.2873551,0.25931177,0.6209515,0.052101146,-186.1978
1,6,950,0.13972358,0.28908935,0.26088732,0.6261875,0.051299218,-185.48476
1,6,975,0.13797364,0.27202582,0.26556364,0.58290815,0.045815002,-186.202
1,6,1000,0.13827427,0.28889543,0.2615173,0.57046753,0.046659455,-188.51328
1,7,0,0.38861796,0.14158562,0.0807407,-0.04991253,0.14202134,1880.9255
1,7,25,0.18266673,0.36698526,0.2421353,0.3103122,0.27687487,27.378807
1,7,50,0.17930318,0.3098999,0.22375153,0.40482223,0.19860774,-55.356895
1,7,75,0.16697094,0.3190074,0.21211244,0.5286447,0.12637109,-107.86628
1,7,100,0.1486237,0.3246266,0.2481638,0.73360425,0.08763703,-145.04019
1,7,125,0.16276976,0.36364636,0.2859332,0.81882864,0.066343635,-158.4051
1,7,150,0.16690567,0.36348748,0.3125621,0.78657794,0.05626109,-166.621
1,7,175,0.16220522,0.36883333,0.31892386,0.7467952,0.054843035,-164.49812
1,7,200,0.16105233,0.37545097,0.31319708,0.76270807,0.05542685,-169.35489
1,7,225,0.14985882,0.3613772,0.3168389,0.7675161,0.05001677,-168.23131
1,7,250,0.15614347,0.36969116,0.32090798,0.7487869,0.04658789,-163.23114
1,7,275,0.16046767,0.3730443,0.31550053,0.75264764,0.046370767,-154.82022
1,7,300,0.14745514,0.36295733,0.29942578,0.76643777,0.053027816,-169.75124
1,7,325,0.14665636,0.35470167,0.29870287,0.75230706,0.049592245,-167.94644
1,7,350,0.15464494,0.35404226,0.30166787,0.7416842,0.0469542,-170.05402
1,7,375,0.16821381,0.36430642,0.30216146,0.7384681,0.046912912,-175.53458
1,7,400,0.1372948,0.35137007,0.29476616,0.70564234,0.04565819,-176.53117
1,7,425,0.13080965,0.34329036,0.28102645,0.68769306,0.049441244,-157.05424
1,7,450,0.14295751,0.34500396,0.27212226,0.6952891,0.048908755,-179.24678
1,7,475,0.13152482,0.32986182,0.26919538,0.6721853,0.046018355,-180.96088
1,7,500,0.14780997,0.3471589,0.25658277,0.7256509,0.05837535,-174.29054
1,7,525,0.13259612,0.33477136,0.26728627,0.7260459,0.048499886,-178.92398
1,7,550,0.13050319,0.32652807,0.2658931,0.6559457,0.043575846,-182.28935
1,7,575,0.14097382,0.30943057,0.26048318,0.6908102,0.04788224,-171.656
1,7,600,0.13207309,0.3115237,0.2553739,0.61853445,0.045470826,-183.00203
1,7,625,0.13246994,0.32454386,0.25686294,0.6741992,0.047601406,-182.55026
1,7,650,0.12314015,0.29648602,0.24647833,0.63389516,0.046169534,-174.80127
1,7,675,0.1294844,0.31271446,0.25675762,0.64621305,0.047128096,-187.47046
1,7,700,0.13214737,0.29528588,0.24571732,0.6339168,0.049259465,-184.51367
1,7,725,0.13609236,0.3006869,0.25252894,0.62536764,0.04892453,-149.634
1,7,750,0.1232964,0.31265134,0.24141978,0.66295123,0.047135487,-183.78212
1,7,775,0.11597027,0.30050516,0.24504326,0.63393015,0.046116713,-181.98593
1,7,800,0.12765186,0.2989485,0.24670693,0.6501565,0.050122105,-186.3268
1,7,825,0.12016389,0.29919538,0.24081945,0.6492638,0.047092274,-184.99622
1,7,850,0.12964329,0.30610603,0.24504204,0.58142495,0.045581654,-188.04846
1,7,875,0.13514341,0.30287147,0.24167725,0.66551465,0.047447488,-185.46211
1,7,900,0.1272473,0.3181781,0.2404385,0.6074412,0.045132227,-182.40173
1,7,925,0.117102504,0.30801514,0.24220192,0.5986184,0.046746943,-185.5384
1,7,950,0.14218798,0.30527622,0.23912877,0.6132294,0.046202317,-185.85558
1,7,975,0.1180301,0.29961592,0.23570603,0.60715985,0.04682521,-181.35626
1,7,1000,0.13269298,0.29366598,0.23180714,0.65465266,0.05034635,-185.05075
1,8,0,0.43405825,0.12381502,0.11373956,0.036170863,0.087252654,4389.4927
1,8,25,0.24793671,0.45191577,0.35865518,0.24688523,0.2034385,12.379998
1,8,50,0.21636581,0.42535055,0.29320815,0.6086889,0.19382091,-58.461876
1,8,75,0.22472599,0.3484737,0.2579197,0.52653855,0.16123736,-93.4012
1,8,100,0.2329998,0.32453611,0.23251863,0.62163913,0.1319846,-116.07087
1,8,125,0.23453622,0.31796134,0.23400968,0.7190658,0.10798065,-135.77002
1,8,150,0.23416689,0.32593733,0.24416518,0.79677004,0.08892091,-149.3104
1,8,175,0.2283631,0.34000394,0.25630954,0.83231294,0.07598651,-159.53215
1,8,200,0.24306187,0.35432526,0.26847336,0.8104887,0.06620251,-162.29561
1,8,225,0.2354605,0.34921378,0.27584836,0.7649844,0.05948259,-162.6596
1,8,250,0.22985716,0.35028228,0.28368056,0.76453567,0.05603174,-170.83772
1,8,275,0.21866785,0.35713023,0.28752464,0.75985116,0.0524021,-173.01033
1,8,300,0.20731811,0.36411983,0.27003765,0.72117025,0.0504631,-149.71707
1,8,325,0.209264,0.35029066,0.25723085,0.76800853,0.05349891,-167.63358
1,8,350,0.22466134,0.34049365,0.25700086,0.7215558,0.052163836,-174.1546
1,8,375,0.22079435,0.32999825,0.24671774,0.697206,0.050500046,-160.96886
1,8,400,0.19078085,0.30863598,0.22319008,0.6499664,0.05178573,-182.3286
1,8,425,0.21027143,0.31781664,0.23269935,0.65528184,0.052226067,-182.13528
1,8,450,0.22493894,0.30751565,0.24946761,0.6342279,0.05006371,-172.57518
1,8,475,0.2419926,0.31214002,0.2483313,0.66470313,0.05320857,-179.32848
1,8,500,0.2138572,0.31897637,0.23510896,0.63117075,0.050727718,-186.80022
1,8,525,0.21268786,0.29786628,0.2547226,0.61776084,0.049136672,-189.25027
1,8,550,0.21405521,0.3099117,0.24151248,0.6647489,0.050894387,-179.83197
1,8,575,0.22163084,0.3144097,0.23977962,0.66009253,0.050492566,-177.21965
1,8,600,0.2301214,0.30991572,0.23459639,0.6501421,0.0489822,-186.33318
1,8,625,0.21008797,0.31657088,0.23625079,0.6330047,0.04661963,-187.47725
1,8,650,0.22791064,0.3029436,0.24265076,0.6114137,0.046131056,-186.3487
1,8,675,0.2051153,0.303456,0.23816037,0.5910885,0.046234187,-191.47699
1,8,700,0.19806996,0.29652297,0.22939135,0.6197725,0.045417856,-184.68918
1,8,725,0.19468835,0.3016758,0.22097589,0.6115992,0.046887547,-190.64525
1,8,750,0.20449063,0.29050088,0.21895933,0.6451937,0.05344105,-171.36449
1,8,775,0.22076246,0.3129495,0.21454565,0.64898026,0.054590564,-183.53912
1,8,800,0.20886926,0.30474406,0.22386464,0.58899385,0.047387574,-189.42284
1,8,825,0.20450838,0.29051703,0.2353708,0.63886076,0.045832764,-182.86824
1,8,850,0.21891607,0.29261956,0.22579621,0.6303537,0.05129865,-181.68309
1,8,875,0.21164042,0.3013751,0.22799341,0.61110234,0.048892975,-190.55235
1,8,900,0.19853163,0.2993824,0.23026535,0.5735013,0.04710683,-194.01436
1,8,925,0.20587195,0.29431736,0.22751924,0.5761213,0.046221893,-187.46368
1,8,950,0.1946848,0.2982303,0.21915966,0.64229655,0.050224595,-190.27348
1,8,975,0.19058642,0.28795072,0.21827543,0.62309086,0.048168674,-174.69008
1,8,1000,0.1964396,0.2815928,0.22116023,0.606725,0.049644653,-186.8456
1,9,0,0.47010615,0.053648733,0.0482399,0.084451966,0.050421614,15508.703
1,9,25,0.14011808,0.21542887,0.180645,0.26598588,0.12778006,-35.468624
1,9,50,0.12753296,0.26189196,0.21941058,0.48595154,0.14046408,-75.07044
1,9,75,0.12567303,0.26118842,0.21615171,0.6359061,0.13455032,-93.722046
