outer,inner,epoch,rmse_typ,omega_1,omega_2,rho,sigma_1,sigma_2,LL
1,3,400,0.15083788,0.27139407,0.1721576,0.7162701,0.031025477,0.09381224,-203.54836
1,3,425,0.15355642,0.27411988,0.17053634,0.6853326,0.031455413,0.10147541,-201.80066
1,3,450,0.14648947,0.26792672,0.18134162,0.7645219,0.031163456,0.09465846,-205.68103
1,3,475,0.14462805,0.2718736,0.17589009,0.7654848,0.031071588,0.09556928,-204.41322
1,3,500,0.14142706,0.27214804,0.17222212,0.68507767,0.030936833,0.09223671,-204.29305
1,3,525,0.14450176,0.27538115,0.17453551,0.68620455,0.031296793,0.098103814,-198.23569
1,3,550,0.1472882,0.27356127,0.17840466,0.6987406,0.031341273,0.09226215,-202.8031
1,3,575,0.14113599,0.27288613,0.18464021,0.7354983,0.031475972,0.092427365,-203.6466
1,3,600,0.14827198,0.27442914,0.19043101,0.7334874,0.0308943,0.08891077,-203.29436
1,3,625,0.1400611,0.27647415,0.17502716,0.7361915,0.03122019,0.09288917,-203.44699
1,3,650,0.14159067,0.27443087,0.16988014,0.71302235,0.030611312,0.09449372,-191.8978
1,3,675,0.13664332,0.27384633,0.17200133,0.7411394,0.03162844,0.09603538,-204.92412
1,3,700,0.13794605,0.27750695,0.1817382,0.69478095,0.031433463,0.092965536,-204.21577
1,3,725,0.142214,0.27129072,0.17949602,0.7140074,0.031023975,0.09264927,-202.21043
1,3,750,0.14702111,0.2798759,0.16598769,0.7694801,0.030407462,0.09584671,-205.33507
1,3,775,0.1412446,0.27133128,0.16284306,0.79093146,0.030424807,0.095754534,-200.02127
1,3,800,0.14874165,0.27792516,0.15998073,0.7835106,0.029838935,0.09951389,-206.2682
1,3,825,0.1497661,0.28015763,0.1456038,0.6675493,0.030966304,0.09881012,-196.7508
1,3,850,0.14242724,0.26617095,0.15964504,0.7321882,0.030233758,0.09511956,-200.73389
1,3,875,0.14359476,0.27638048,0.16795148,0.6853086,0.030295864,0.089646384,-206.02806
1,3,900,0.14019383,0.27355674,0.16364804,0.71129316,0.030536275,0.09398046,-205.741
1,3,925,0.14237456,0.27508503,0.16537568,0.7370416,0.030265216,0.09667411,-205.37428
1,3,950,0.14894964,0.27970594,0.16565067,0.691455,0.030165054,0.09600365,-203.89677
1,3,975,0.14238846,0.27875766,0.14426854,0.8070239,0.03059582,0.10215082,-204.80974
1,3,1000,0.14896245,0.27152255,0.14783023,0.6803186,0.029960418,0.10126698,-201.00272
1,4,0,0.5054781,0.08455768,0.08800128,-0.093116365,0.09731319,0.11877289,3297.5728
1,4,25,0.18336251,0.262838,0.24777085,-0.13479833,0.18262464,0.33421877,7.8813496
1,4,50,0.12505439,0.24999332,0.21686022,-0.31917033,0.15577887,0.20219126,-54.841774
1,4,75,0.1245645,0.22726123,0.19603172,-0.032947306,0.115181,0.10833029,-107.9435
1,4,100,0.1266418,0.24612553,0.19139859,0.3016871,0.08596564,0.0868242,-138.60658
1,4,125,0.1262901,0.28456032,0.19657716,0.64090025,0.06436321,0.07909398,-161.21954
1,4,150,0.12256225,0.3201888,0.21428032,0.78644884,0.04935535,0.07927448,-177.8939
1,4,175,0.118848465,0.34174836,0.21931897,0.83253807,0.03975033,0.08595919,-194.23703
1,4,200,0.11646372,0.3417199,0.21436836,0.8496989,0.03404324,0.09548109,-178.45905
