outer,inner,epoch,rmse_typ,omega_1,omega_2,rho,sigma_1,sigma_2,LL
1,4,250,0.6759813,0.4137507,0.27321047,0.79090697,0.07846872,0.09983003,-135.68263
1,4,275,0.73522866,0.40996823,0.27392474,0.784346,0.073215984,0.109689705,-149.89824
1,4,300,0.72499454,0.40443414,0.26349002,0.7978538,0.067359515,0.112400025,-157.26364
1,4,325,0.71357334,0.41174367,0.24768469,0.78407055,0.062164236,0.11838505,-159.02399
1,4,350,0.680478,0.4003955,0.24714221,0.7882034,0.057601284,0.12620981,-164.19775
1,4,375,0.6678066,0.39897156,0.23859487,0.7595666,0.05335697,0.12990506,-170.88182
1,4,400,0.7437871,0.39046988,0.2237642,0.78148013,0.04931178,0.13338143,-164.55882
1,4,425,0.7124395,0.40344056,0.21970613,0.8095661,0.0457912,0.13828191,-178.08301
1,4,450,0.6873469,0.39339003,0.19938259,0.7421504,0.042634886,0.14129451,-175.02742
1,4,475,0.68562216,0.38014004,0.20202988,0.73556423,0.039852172,0.14421189,-175.44107
1,4,500,0.67172503,0.37413275,0.18670376,0.6716504,0.03758204,0.15240072,-169.53653
1,4,525,0.64637357,0.36922783,0.18591861,0.72642034,0.035448737,0.15156278,-171.64845
1,4,550,0.6641052,0.37441102,0.18111278,0.67920214,0.033609003,0.15117957,-179.90016
1,4,575,0.6486654,0.35429248,0.18600522,0.69952035,0.03204415,0.15459104,-192.21796
1,4,600,0.6431852,0.3485844,0.19428678,0.66182166,0.030628309,0.15545759,-190.60297
1,4,625,0.64952487,0.35073918,0.18021335,0.6426416,0.02946861,0.15669923,-197.12486
1,4,650,0.541562,0.34145287,0.18583864,0.61977416,0.028509878,0.16085044,-197.13727
1,4,675,0.6056015,0.34050307,0.17709035,0.6423489,0.027737265,0.16069035,-197.46965
1,4,700,0.6171972,0.33491677,0.17893928,0.6476853,0.027118025,0.16489108,-184.68129
1,4,725,0.55126727,0.34132257,0.17578149,0.6511141,0.026605435,0.16443294,-200.46669
1,4,750,0.5937071,0.3440741,0.1594494,0.6332948,0.026227873,0.1646278,-195.74677
1,4,775,0.54028916,0.3400383,0.18529096,0.64771605,0.02584076,0.16125765,-190.39867
1,4,800,0.5594413,0.33253664,0.18967119,0.62132406,0.025545532,0.16091163,-200.09755
1,4,825,0.5532915,0.33819035,0.17885405,0.608557,0.025283692,0.16308655,-194.25665
1,4,850,0.5534661,0.32864898,0.17722376,0.6145499,0.025063291,0.1617131,-192.94229
1,4,875,0.55665076,0.32668877,0.18556647,0.613834,0.024954699,0.16410603,-196.47263
1,4,900,0.5803194,0.3288104,0.17074962,0.62259024,0.02490226,0.1676014,-195.2726
1,4,925,0.54948384,0.33188263,0.18186651,0.6109052,0.024790278,0.16125289,-199.8313
1,4,950,0.58025795,0.32806697,0.18129866,0.63758796,0.024745854,0.16382585,-202.43877
1,4,975,0.52351284,0.33080953,0.1614361,0.69855404,0.02467747,0.16373406,-200.71103
1,4,1000,0.56578034,0.3151129,0.1809213,0.6213336,0.024636066,0.16469324,-176.60776
1,5,0,0.46537796,0.07124203,0.118878946,-0.0844085,0.14755657,0.12678513,6171.8237
1,5,25,0.24102563,0.2490972,0.30891648,-0.08758126,0.28798452,0.32966876,275.0081
1,5,50,0.16795939,0.27213487,0.24611881,0.029679365,0.25341755,0.15188552,98.19055
1,5,75,0.17977624,0.28301734,0.25564674,0.41614178,0.19026418,0.06649556,-33.96818
1,5,100,0.18602464,0.32944557,0.27396417,0.65027165,0.14440289,0.04519854,-93.30385
1,5,125,0.17352524,0.36441532,0.28076306,0.7054888,0.12174617,0.04851874,-115.4819
1,5,150,0.19594899,0.37605023,0.28376576,0.72769284,0.10720326,0.06428116,-128.27951
1,5,175,0.19548596,0.38006234,0.26723853,0.73495054,0.09239084,0.083453424,-139.72218
1,5,200,0.19343857,0.3758967,0.27494642,0.72947335,0.07831495,0.09845012,-151.97888
1,5,225,0.20171715,0.37570536,0.27160704,0.73212886,0.06623029,0.111044504,-158.05399
1,5,250,0.18965177,0.3761343,0.25844705,0.7272801,0.05638526,0.11775358,-170.93828
1,5,275,0.19638783,0.37516773,0.24964213,0.7683264,0.048818275,0.12976122,-177.28899
1,5,300,0.19320078,0.37711948,0.23565404,0.7727511,0.04331035,0.15268953,-158.81885
1,5,325,0.21156392,0.37696928,0.23743963,0.71599114,0.038759895,0.1465938,-164.54675
1,5,350,0.19043101,0.37134355,0.23771487,0.6863126,0.03516059,0.14238626,-185.10495
1,5,375,0.1874442,0.36918315,0.22734214,0.67498153,0.032252166,0.14797911,-194.41304
1,5,400,0.19778737,0.3679573,0.21055733,0.651865,0.029930916,0.150036,-194.01175
1,5,425,0.19558679,0.36468396,0.21270846,0.6703825,0.02827628,0.15107502,-195.06783
1,5,450,0.20050283,0.3701201,0.19931716,0.6741607,0.027150743,0.1554531,-194.12862
1,5,475,0.17214361,0.3608687,0.19867909,0.6755222,0.0262929,0.15495642,-188.016
1,5,500,0.17220348,0.35816664,0.20202462,0.5806902,0.025656732,0.15267552,-196.88924
1,5,525,0.17576653,0.34926507,0.19765465,0.6171659,0.02536087,0.16180435,-178.26227
1,5,550,0.17546016,0.3489252,0.19980146,0.566236,0.025314262,0.15735027,-176.36047
1,5,575,0.18679829,0.34608024,0.19406943,0.5953187,0.025378535,0.16078588,-183.9261
1,5,600,0.18465838,0.34589654,0.20054594,0.57902235,0.025165709,0.15787336,-193.19917
1,5,625,0.1781864,0.33896646,0.1998657,0.56848776,0.025014112,0.15503502,-196.759
1,5,650,0.18365054,0.33581072,0.19595303,0.614282,0.024909817,0.15344219,-199.36218
1,5,675,0.16563347,0.33729282,0.19910255,0.591203,0.024929468,0.16232237,-194.24203
1,5,700,0.18951677,0.32866383,0.1949819,0.5927957,0.024934933,0.15764317,-192.28062
1,5,725,0.19744149,0.3322035,0.18932866,0.60016316,0.024833305,0.15533237,-196.79013
1,5,750,0.1777387,0.3300895,0.18765181,0.624904,0.024963535,0.15806574,-190.8128
1,5,775,0.17050493,0.32256773,0.1978985,0.6167637,0.02491063,0.15466744,-204.52878
1,5,800,0.1785196,0.31917515,0.19528624,0.5719515,0.024934003,0.15598033,-201.38406
1,5,825,0.19335283,0.31528094,0.2008668,0.55679554,0.024967024,0.15681173,-200.13649
1,5,850,0.19052829,0.31430113,0.19391164,0.5752947,0.02493656,0.15489158,-205.10455
1,5,875,0.20242868,0.3148003,0.1958471,0.6047165,0.024959002,0.15692404,-197.8728
1,5,900,0.19051847,0.31346348,0.19549842,0.5653031,0.024923539,0.15280639,-202.90538
1,5,925,0.17009568,0.30646276,0.18952651,0.5747981,0.024806326,0.15546666,-197.66011
1,5,950,0.16733077,0.30604273,0.18565756,0.5769054,0.024847375,0.15679166,-201.54977
1,5,975,0.17234613,0.30425593,0.19580965,0.5703905,0.02495121,0.1590626,-204.50833
1,5,1000,0.17186458,0.3026926,0.18480115,0.5224792,0.024899237,0.15685342,-203.44293
1,6,0,0.63299316,0.11935293,0.10155694,0.04145363,0.12828508,0.13839702,6362.0415
1,6,25,0.33845678,0.39577323,0.2983653,-0.14604127,0.24117309,0.3778493,243.39969
1,6,50,0.327695,0.40375578,0.25753027,0.11600384,0.21490419,0.24850436,116.46906
1,6,75,0.29805017,0.38708887,0.23784551,0.36245823,0.16316412,0.12868032,-29.89916
1,6,100,0.29580066,0.38662356,0.2662281,0.64747185,0.12208195,0.081421904,-114.77514
1,6,125,0.29826635,0.3922714,0.27454764,0.78526783,0.099138156,0.07276196,-138.3658
1,6,150,0.29435086,0.39765933,0.27025065,0.79314524,0.08734846,0.08462275,-149.36469
1,6,175,0.30221194,0.38858542,0.25988343,0.7825841,0.07694541,0.10055938,-158.9971
1,6,200,0.29741797,0.385428,0.25299037,0.7946844,0.067222096,0.11514604,-164.18533
1,6,225,0.29988894,0.37485278,0.24279028,0.7906236,0.0582467,0.12185244,-167.21349
1,6,250,0.29506403,0.3679035,0.23793215,0.76506126,0.050858587,0.12994024,-183.03041
1,6,275,0.29678017,0.3688604,0.22314097,0.7562725,0.04508186,0.14261018,-178.36266
1,6,300,0.30558234,0.35773084,0.20754583,0.77878547,0.040231723,0.14529996,-179.01212
1,6,325,0.2966053,0.35034516,0.2031631,0.77830154,0.036625084,0.1527365,-194.63736
1,6,350,0.295896,0.35079813,0.19839554,0.73933697,0.033856224,0.15689866,-183.50778
1,6,375,0.29671043,0.3394853,0.20226002,0.6905755,0.031591136,0.1564187,-197.19882
1,6,400,0.2968243,0.33573422,0.19646865,0.73123825,0.02997754,0.1603942,-196.47386
1,6,425,0.29628736,0.32879797,0.19398265,0.7142699,0.028758131,0.16234863,-171.45705
1,6,450,0.29712868,0.32997838,0.19272788,0.710881,0.028140103,0.16158946,-189.42056
1,6,475,0.29699627,0.32686564,0.1940823,0.6502603,0.027488526,0.16239251,-199.66493
1,6,500,0.29697624,0.3190873,0.19460545,0.67057335,0.027002232,0.16611066,-202.62991
1,6,525,0.2974106,0.31536356,0.19165993,0.7035363,0.026745997,0.16646701,-199.35645
1,6,550,0.29747003,0.3084854,0.1870381,0.6926416,0.02648157,0.16815059,-176.86192
1,6,575,0.29802433,0.3042933,0.19015971,0.683208,0.026338996,0.1657849,-200.58658
1,6,600,0.3014418,0.30097595,0.19173294,0.69664043,0.02652824,0.18045203,-131.46254
1,6,625,0.29932147,0.31631216,0.18653905,0.7210252,0.026588602,0.161493,-193.78094
1,6,650,0.2984333,0.2992111,0.1888192,0.6886275,0.026409706,0.16153115,-200.21672
1,6,675,0.29979452,0.30547902,0.19153415,0.65685093,0.02631473,0.16722964,-202.60805
1,6,700,0.29944438,0.30150315,0.19370522,0.67399764,0.026271418,0.1645359,-199.33073
1,6,725,0.2997625,0.30149776,0.18791482,0.68529785,0.02642805,0.17824179,-149.98695
1,6,750,0.29946733,0.3019414,0.18884052,0.6547858,0.026296034,0.16144595,-202.01607
1,6,775,0.29996368,0.29797557,0.19167921,0.6654818,0.02611871,0.16023386,-196.57196
1,6,800,0.30112174,0.30463094,0.19097322,0.6469682,0.026014067,0.16081561,-200.0239
1,6,825,0.30101693,0.29926,0.19455482,0.6632596,0.025910458,0.1600684,-206.00853
1,6,850,0.29998046,0.30608433,0.17192122,0.7055659,0.025999315,0.16383821,-199.99876
1,6,875,0.3004391,0.2964363,0.18016496,0.6969031,0.026148558,0.16422834,-206.13907
1,6,900,0.3008648,0.29067072,0.18950629,0.7252761,0.026207667,0.16399899,-205.45537
1,6,925,0.3048707,0.28964365,0.1855335,0.67936033,0.026227407,0.16207018,-201.98454
1,6,950,0.30336252,0.28756648,0.18061854,0.67193717,0.02608898,0.16242291,-202.02452
1,6,975,0.30637184,0.2819347,0.19526201,0.637745,0.02598828,0.16436145,-198.60872
1,6,1000,0.30245137,0.2894614,0.1894487,0.6874853,0.026098387,0.16279535,-189.53134
1,7,0,0.68624,0.10747373,0.08019624,-0.010058101,0.13899277,0.056687295,7186.6733
1,7,25,0.42199862,0.42941678,0.25170958,0.051050205,0.3145012,0.18432003,290.8743
1,7,50,0.36653876,0.49802485,0.23507032,0.42737004,0.29270968,0.14202692,140.6
1,7,75,0.40159762,0.45169625,0.2212641,0.51539755,0.22995357,0.085188895,32.90186
1,7,100,0.44283384,0.4184102,0.23798984,0.56897336,0.17898324,0.059517074,-40.874535
1,7,125,0.4950976,0.39522475,0.26278138,0.6271075,0.14684033,0.052085984,-73.09203
1,7,150,0.498071,0.38822675,0.2808269,0.6373749,0.12914538,0.05646661,-88.775024
1,7,175,0.48721412,0.39214197,0.27118275,0.6983422,0.115521334,0.06644704,-115.059784
1,7,200,0.5055723,0.38602945,0.253599,0.71603346,0.10225791,0.07826745,-120.74785
1,7,225,0.4792457,0.38767806,0.23870239,0.7295238,0.09023278,0.09371499,-134.93373
1,7,250,0.53687245,0.3837369,0.23247366,0.74328685,0.078899555,0.106796764,-133.95403
1,7,275,0.5159148,0.38389227,0.22363505,0.7566906,0.06895234,0.11632794,-149.90761
1,7,300,0.48614356,0.38154984,0.21946792,0.73087585,0.0607367,0.12839895,-155.4232
1,7,325,0.49829128,0.38433874,0.21102417,0.69633794,0.053545915,0.13304295,-155.76868
1,7,350,0.52050334,0.3820988,0.2046496,0.7339347,0.04762516,0.14088,-162.69388
1,7,375,0.53152126,0.37585774,0.2037214,0.72751987,0.042578224,0.14529036,-170.14471
1,7,400,0.53216845,0.37608036,0.20257927,0.6927191,0.038470637,0.14875668,-172.30067
1,7,425,0.50195646,0.3820131,0.1868971,0.6968739,0.035197303,0.15333594,-175.4308
1,7,450,0.50142944,0.3685258,0.18356924,0.69718015,0.032529153,0.15833837,-176.24368
1,7,475,0.4654213,0.369446,0.1771227,0.6515337,0.030373927,0.16059199,-182.33078
1,7,500,0.46226984,0.37088394,0.16907936,0.6194731,0.028715737,0.16264258,-180.32506
1,7,525,0.43832758,0.3638153,0.16424492,0.63117397,0.027473448,0.17305899,-183.32439
1,7,550,0.43932942,0.3538766,0.16242291,0.61419564,0.026421431,0.17086668,-185.57675
1,7,575,0.4912322,0.36089104,0.15413307,0.5937097,0.02562838,0.16725948,-178.9683
1,7,600,0.47950357,0.35479063,0.15054283,0.5914983,0.02498586,0.16758962,-183.84497
1,7,625,0.45829338,0.34484413,0.15241629,0.5748956,0.024617456,0.17091352,-170.87025
1,7,650,0.43637592,0.33993614,0.1610048,0.5118018,0.024303367,0.16632742,-186.0678
1,7,675,0.46288422,0.3447348,0.15541095,0.5784189,0.024034105,0.16747841,-187.12033
1,7,700,0.4150328,0.32966447,0.15239285,0.5699325,0.023835776,0.16812088,-188.2273
1,7,725,0.39856237,0.3251739,0.14843045,0.53103095,0.02371541,0.16733392,-185.16313
1,7,750,0.38095385,0.32321024,0.15532716,0.49541366,0.023607837,0.17255884,-188.51437
1,7,775,0.41180807,0.31990287,0.153073,0.5635437,0.02354543,0.17612122,-179.10628
1,7,800,0.3824285,0.3241117,0.1457086,0.52745533,0.023650914,0.1662725,-188.35901
1,7,825,0.38935736,0.3207381,0.14731102,0.4898341,0.023546243,0.16785422,-193.95187
1,7,850,0.36025894,0.3211936,0.15271819,0.53877825,0.023456236,0.16812128,-191.62773
1,7,875,0.37682378,0.30592713,0.14661932,0.55383146,0.023544265,0.17313258,-183.40642
1,7,900,0.38248977,0.30959538,0.14556114,0.57297176,0.023620177,0.17109607,-189.00015
1,7,925,0.3716187,0.3081355,0.15074657,0.5567003,0.023592934,0.17286125,-194.60056
1,7,950,0.40000594,0.30222684,0.14888448,0.5091111,0.023576401,0.16915455,-194.29784
1,7,975,0.34867576,0.3054791,0.15037371,0.5179484,0.023588508,0.1680468,-195.57593
1,7,1000,0.3539399,0.31178844,0.15466622,0.49146536,0.023576284,0.17133072,-195.28703
1,8,0,0.79949826,0.0812464,0.120354965,0.006789446,0.085126385,0.10554272,18035.389
1,8,25,0.6309898,0.36201197,0.53442144,-0.42573312,0.186152,0.4336557,357.87238
1,8,50,0.5742275,0.4370404,0.5871146,-0.18248343,0.19415328,0.4265018,245.1253
