outer,inner,epoch,rmse_typ,omega_1,omega_2,rho,sigma,LL
1,1,875,0.26691633,0.28759563,0.25056338,0.52268416,0.1617362,-1101.2273
1,1,900,0.26610273,0.28432244,0.2452264,0.52229637,0.1614714,-1129.8129
1,1,925,0.2794318,0.27992618,0.24098276,0.5083102,0.16074984,-1130.2539
1,1,950,0.2788057,0.27807403,0.24083368,0.5041018,0.16007327,-1114.7572
1,1,975,0.26869708,0.2787997,0.24055669,0.5421287,0.1609432,-1129.6844
1,1,1000,0.30868077,0.27697554,0.23846659,0.5093571,0.16084434,-1105.2045
1,2,0,0.5731687,0.07371919,0.08427612,-0.18806584,0.11463552,21479.135
1,2,25,1.263245,0.30672517,0.28767505,0.41298267,0.24176009,-812.51434
1,2,50,0.715794,0.4120468,0.31232035,0.51856345,0.24016139,-941.028
1,2,75,0.71479416,0.43157384,0.29207635,0.5460915,0.21346147,-970.4805
1,2,100,0.75983214,0.4280462,0.28583235,0.58092606,0.19167449,-1028.4645
1,2,125,0.773247,0.41619954,0.2945726,0.6132711,0.17843907,-1040.9996
1,2,150,0.8707861,0.40822932,0.30419412,0.6278479,0.17097028,-1016.69403
1,2,175,0.9255596,0.40059373,0.30417037,0.64613503,0.16868982,-1052.7898
1,2,200,0.9182624,0.392182,0.3080651,0.6527928,0.16799551,-1057.3146
1,2,225,1.0538311,0.39496216,0.33293405,0.6585096,0.16807543,-1059.5271
1,2,250,0.9697349,0.38759443,0.3056689,0.6846087,0.16823755,-1048.3351
1,2,275,0.9731151,0.3769458,0.30723286,0.69518733,0.16828802,-1046.2618
1,2,300,0.9337568,0.37167844,0.30396527,0.6978518,0.16812934,-1062.728
1,2,325,1.0219724,0.3723302,0.3098485,0.68394446,0.16779041,-1051.2721
1,2,350,1.0127152,0.36873013,0.30580306,0.6821369,0.16766743,-1039.198
1,2,375,0.9271079,0.3621006,0.2992212,0.68818057,0.16835259,-1064.1802
1,2,400,0.9715928,0.35751793,0.29591018,0.6945199,0.16889976,-1061.809
1,2,425,0.8616454,0.3528686,0.293296,0.6871761,0.16829014,-1058.9142
1,2,450,0.91571057,0.34714937,0.28800553,0.66500044,0.16803935,-1062.4253
1,2,475,0.83204836,0.3411807,0.28086013,0.64135593,0.16626807,-1081.3456
1,2,500,0.8054147,0.33339676,0.27373055,0.6257137,0.16588336,-1077.3049
1,2,525,0.7745878,0.3239255,0.27068835,0.6006286,0.16519803,-1078.2239
1,2,550,0.6172186,0.3159849,0.26412854,0.5914465,0.16549924,-1075.3082
1,2,575,0.68833756,0.32108977,0.26095712,0.5872767,0.1661245,-1085.7578
1,2,600,0.6593716,0.3156213,0.26336527,0.58575946,0.16538467,-1084.1301
1,2,625,0.6359692,0.30668455,0.26227528,0.59100246,0.1654267,-1096.4719
1,2,650,0.65385294,0.3091786,0.26291913,0.5789615,0.16533789,-1081.514
1,2,675,0.7310415,0.30713183,0.2615419,0.5816276,0.16569966,-1085.4169
1,2,700,0.566769,0.31014672,0.25964615,0.58587295,0.16564754,-1088.166
1,2,725,0.7306972,0.31434852,0.26408744,0.5770219,0.16566804,-1084.9791
1,2,750,0.62824863,0.30478254,0.26621404,0.5898368,0.1652713,-1084.3545
1,2,775,0.59306407,0.3070838,0.25763845,0.5796325,0.1653098,-1082.1038
1,2,800,0.722126,0.30833554,0.2624752,0.5812701,0.16556683,-1090.0894
1,2,825,0.68379945,0.30819622,0.26262268,0.5758006,0.16573027,-1088.9058
1,2,850,0.6767594,0.30576128,0.25753692,0.5772358,0.16505381,-1072.7452
1,2,875,0.6167208,0.30950737,0.26319137,0.57654554,0.16513173,-1088.1774
1,2,900,0.61270136,0.3070019,0.26038653,0.5795132,0.16529898,-1092.3302
1,2,925,0.70397854,0.31212136,0.26292443,0.5747101,0.16538134,-1092.5638
1,2,950,0.63090056,0.3047864,0.2611898,0.57804596,0.16515024,-1086.1895
1,2,975,0.69515926,0.30495426,0.26332185,0.5791087,0.1651573,-1074.5752
1,2,1000,0.76272863,0.3039096,0.26043254,0.5830809,0.1650152,-1081.2839
1,3,0,0.8622729,0.063070215,0.13894807,-0.16269594,0.1287084,16356.791
1,3,25,0.40278342,0.26599517,0.39314604,0.34104398,0.2830037,-736.40826
1,3,50,0.28225163,0.36505988,0.34787667,0.48312652,0.2723202,-879.61914
1,3,75,0.26290846,0.36856702,0.27016813,0.59659326,0.23017246,-979.9361
1,3,100,0.2549453,0.3532766,0.264154,0.687055,0.1957677,-1019.6539
1,3,125,0.2670098,0.34329295,0.2904425,0.73737335,0.17503247,-1063.8785
1,3,150,0.2713638,0.33974332,0.2972379,0.7711741,0.1668899,-1020.9245
1,3,175,0.28705782,0.34655797,0.31767783,0.77825654,0.16544276,-1078.5231
1,3,200,0.29024008,0.34882176,0.29536095,0.78210413,0.16467868,-1077.7642
1,3,225,0.28076577,0.3474218,0.29608804,0.77439034,0.16417299,-1080.2139
1,3,250,0.2938404,0.3441138,0.2784667,0.76578605,0.16454692,-1079.5074
1,3,275,0.27584377,0.33800492,0.26182655,0.7405784,0.16409267,-1092.8213
1,3,300,0.2575681,0.32957995,0.24799107,0.6942793,0.16336946,-1087.2083
1,3,325,0.34690663,0.31425726,0.24423093,0.65042305,0.16365653,-1070.9592
1,3,350,0.23742919,0.30004075,0.24433988,0.62481904,0.163365,-1106.0864
1,3,375,0.2518471,0.2805928,0.23599756,0.6275998,0.1635283,-1084.1985
1,3,400,0.2246666,0.27010852,0.23355894,0.6237996,0.16428244,-1106.5836
1,3,425,0.22408552,0.26030272,0.23762314,0.6244229,0.16390802,-1110.7327
1,3,450,0.2226231,0.25865832,0.23709229,0.6286572,0.16399352,-1096.5206
1,3,475,0.22278056,0.2601884,0.23618443,0.6163113,0.16420628,-1113.963
1,3,500,0.2229114,0.2647262,0.23539709,0.6158631,0.16424036,-1113.8536
1,3,525,0.23035873,0.2656129,0.23315284,0.6255357,0.16397591,-1113.4854
1,3,550,0.22699971,0.25857794,0.2379486,0.6269802,0.16431288,-1115.8301
1,3,575,0.2226019,0.25874886,0.23530927,0.6123911,0.16376817,-1117.4177
1,3,600,0.22446582,0.25845477,0.23633559,0.61003447,0.16402954,-1110.411
1,3,625,0.23609991,0.2585555,0.2362779,0.6193806,0.16433787,-1112.0052
1,3,650,0.22282487,0.258399,0.23432718,0.60823745,0.16381371,-1107.6647
1,3,675,0.22210549,0.25670782,0.23463532,0.61621857,0.16379409,-1118.6891
1,3,700,0.22285204,0.2613194,0.23355092,0.61491966,0.1646266,-1114.4358
1,3,725,0.23501185,0.28536773,0.3969209,0.57407165,0.1664447,-1079.6027
1,3,750,0.22476323,0.2679693,0.22081482,0.64236605,0.16358306,-1104.45
1,3,775,0.23589404,0.26430985,0.23623073,0.614872,0.16479686,-1103.3407
1,3,800,0.22310245,0.27291396,0.23326273,0.6008893,0.1645364,-1095.3517
1,3,825,0.22661787,0.25497952,0.23912726,0.6208453,0.16348992,-1115.2426
1,3,850,0.23459724,0.25617743,0.2296203,0.61786497,0.16371818,-1103.7402
1,3,875,0.22715682,0.26007113,0.23662467,0.6188072,0.16413334,-1112.6576
1,3,900,0.24879462,0.2582703,0.23461957,0.616012,0.16368377,-1121.8278
1,3,925,0.22793329,0.2579767,0.23742911,0.6175324,0.1643223,-1114.2842
1,3,950,0.22250639,0.25885138,0.23739667,0.614537,0.16400687,-1105.3063
1,3,975,0.24004085,0.2604194,0.23653218,0.58949405,0.16401973,-1098.9425
1,3,1000,0.23289463,0.25847954,0.23368105,0.62337404,0.1642084,-1120.803
1,4,0,0.5114862,0.09940607,0.06427099,-0.2770754,0.16871649,8465.689
1,4,25,0.45632488,0.3851484,0.19713818,0.45818156,0.32947704,-710.3254
1,4,50,0.32418728,0.4652214,0.2678739,0.64734715,0.2668919,-914.12036
1,4,75,0.27481467,0.4337788,0.25866908,0.65164703,0.19104916,-1065.3038
1,4,100,0.29383433,0.39723384,0.25438043,0.58082163,0.1642255,-1085.1697
1,4,125,0.24787472,0.37908414,0.25292188,0.52522415,0.1666525,-1072.564
1,4,150,0.24915265,0.36083013,0.25571284,0.56297576,0.16854902,-1086.8424
1,4,175,0.24189046,0.32911444,0.25103325,0.5952214,0.16754505,-1098.8201
1,4,200,0.26277515,0.3213035,0.25078642,0.61150825,0.16834666,-1082.6365
1,4,225,0.2394068,0.31872913,0.25288633,0.6240503,0.16832177,-1106.4178
1,4,250,0.26981106,0.32436574,0.24897675,0.62569195,0.1690249,-1079.644
1,4,275,0.23209965,0.31788057,0.2564766,0.6450177,0.16906668,-1096.0322
1,4,300,0.26727763,0.31465366,0.2523264,0.6364229,0.16878256,-1091.5039
1,4,325,0.23541923,0.32105535,0.2525756,0.6383196,0.16892141,-1092.6348
1,4,350,0.23753895,0.3123199,0.25150752,0.64550793,0.16795036,-1104.1082
1,4,375,0.23034719,0.30791578,0.2501132,0.6429554,0.16882646,-1093.6385
1,4,400,0.2318912,0.3203493,0.25015143,0.6269131,0.16926819,-1099.6885
1,4,425,0.24652265,0.31148556,0.2510213,0.6436541,0.16831593,-1097.244
1,4,450,0.23377778,0.31001094,0.25205013,0.650596,0.16894425,-1097.7219
1,4,475,0.23145628,0.3121985,0.25528166,0.6364955,0.16800247,-1099.5236
1,4,500,0.23262054,0.32160568,0.2572387,0.61574477,0.16860059,-1100.0198
1,4,525,0.24623263,0.31028414,0.2501049,0.6375759,0.16776371,-1106.327
1,4,550,0.25171232,0.31406668,0.25761643,0.6267558,0.16920578,-1103.3131
1,4,575,0.2360208,0.30677465,0.25252885,0.64368916,0.16763125,-1097.6987
1,4,600,0.23912778,0.31694838,0.2556533,0.6375897,0.17000717,-1104.9474
1,4,625,0.23505588,0.3053211,0.25536188,0.6507617,0.16893107,-1104.6841
1,4,650,0.23453216,0.3163069,0.257593,0.6369641,0.1690692,-1102.9019
1,4,675,0.23300093,0.31013063,0.25763845,0.62821007,0.16753325,-1106.5576
1,4,700,0.23344384,0.31368285,0.25131422,0.62829703,0.16859041,-1090.7699
1,4,725,0.2316197,0.31473452,0.25374356,0.6251823,0.16822354,-1099.8481
1,4,750,0.2305084,0.30997562,0.24945499,0.6513728,0.16896792,-1094.774
1,4,775,0.23131315,0.3257521,0.24852127,0.6162563,0.16911158,-1088.5106
1,4,800,0.23323305,0.3080981,0.2515206,0.6378623,0.1682306,-1108.2296
1,4,825,0.23759863,0.31081012,0.2494103,0.641962,0.16821155,-1082.631
1,4,850,0.23344092,0.31243497,0.25787705,0.63835275,0.16880229,-1103.0511
1,4,875,0.24294099,0.324581,0.25630125,0.61293083,0.16954583,-1086.0337
1,4,900,0.26012298,0.31027794,0.25119266,0.62621355,0.16809699,-1104.8846
1,4,925,0.23356092,0.31623545,0.25529394,0.6076379,0.1683127,-1098.4116
1,4,950,0.23074965,0.31981897,0.2523563,0.6179857,0.16990377,-1103.8688
1,4,975,0.2427034,0.31490046,0.25258932,0.64803505,0.16781582,-1106.4147
1,4,1000,0.23021601,0.31700996,0.26009062,0.63552475,0.16882485,-1096.9102
1,5,0,0.7724851,0.10514822,0.12769908,-0.33661196,0.13904019,12802.842
1,5,25,0.5872244,0.38641953,0.41891822,0.2998203,0.30301094,-669.0469
1,5,50,0.56403077,0.5212255,0.6052681,0.48857242,0.28644583,-809.51227
1,5,75,0.56812775,0.52221066,0.57237643,0.6008202,0.2291835,-878.4304
1,5,100,0.608289,0.4848707,0.4642007,0.69502807,0.19125043,-997.0934
1,5,125,0.54702145,0.4403474,0.39887357,0.7422829,0.1806261,-907.3291
1,5,150,0.7175371,0.43063036,0.37958658,0.71479726,0.1833295,-1017.904
1,5,175,0.75525093,0.3765398,0.36312398,0.7463157,0.17837295,-993.03534
1,5,200,0.8099605,0.34980422,0.34951255,0.7661959,0.17651528,-1037.6229
1,5,225,0.7633866,0.3455541,0.34955883,0.7649991,0.17805615,-1034.4274
1,5,250,0.7840893,0.34170678,0.35012713,0.7616882,0.17735144,-1057.2728
1,5,275,0.49930426,0.8078081,0.31100404,0.10202417,0.242944,-908.98376
1,5,300,0.5522138,0.72675824,0.331691,0.18684773,0.19593108,-981.6427
1,5,325,0.5885828,0.4742118,0.35393986,0.49845633,0.17088869,-971.3445
1,5,350,0.5878952,0.33614075,0.33452663,0.67901134,0.17457326,-1040.0328
1,5,375,0.5718757,0.32233682,0.32427904,0.6705097,0.17355177,-1075.5621
1,5,400,0.5945313,0.3157409,0.31781292,0.66245294,0.17098565,-1095.8895
1,5,425,0.6048797,0.30652645,0.3043488,0.6626384,0.17406495,-1090.6512
1,5,450,0.55743873,0.29851866,0.28915614,0.6476414,0.17237775,-1085.0464
1,5,475,0.553947,0.33705235,0.30833355,0.58330595,0.17216703,-1086.2981
1,5,500,0.5497925,0.31254205,0.27190465,0.6286621,0.17050146,-1070.1066
1,5,525,0.5014008,0.29358536,0.27494344,0.6366515,0.16964424,-1095.8617
1,5,550,0.4924972,0.30125567,0.27619734,0.62110585,0.16951615,-1103.9038
1,5,575,0.49743533,0.30288503,0.2734353,0.616869,0.17067002,-1099.0348
1,5,600,0.49240214,0.29666114,0.27140024,0.630161,0.16859756,-1122.0437
1,5,625,0.48920378,0.29676604,0.2689028,0.6351608,0.16827562,-1087.8582
1,5,650,0.49415925,0.30009586,0.26811582,0.6288773,0.16856,-1116.1821
1,5,675,0.46580914,0.3115113,0.30094844,0.57180816,0.17014745,-1119.638
1,5,700,0.4641582,0.29834157,0.2588791,0.6284975,0.1654267,-1125.3158
1,5,725,0.47440478,0.29884452,0.2703891,0.61916375,0.16701137,-1132.5048
1,5,750,0.46952254,0.29739913,0.26633316,0.6318868,0.16503239,-1123.2029
1,5,775,0.45123217,0.2970666,0.2618438,0.6377879,0.1648645,-1132.543
1,5,800,0.4579856,0.2992045,0.2641018,0.6279805,0.16498923,-1139.1143
1,5,825,0.4461175,0.29629326,0.25976887,0.62899375,0.16428417,-1142.3728
1,5,850,0.46592295,0.3002502,0.26000938,0.632393,0.16382222,-1138.1017
1,5,875,0.4368123,0.29860923,0.25558636,0.6321355,0.163603,-1140.5387
1,5,900,0.44869742,0.29886547,0.2587877,0.6293172,0.16275048,-1133.1709
1,5,925,0.37291157,0.38381675,0.2615118,0.5253452,0.16990519,-1044.1605
1,5,950,0.45881942,0.34225956,0.25632468,0.6014883,0.16096176,-1132.8052
1,5,975,0.40093985,0.2990627,0.25023273,0.6120868,0.16182767,-1152.5532
1,5,1000,0.4066592,0.304809,0.2574886,0.6068263,0.16240254,-1149.9589
1,6,0,0.6909397,0.074776396,0.1127543,-0.067601256,0.13064241,15631.045
1,6,25,0.55730677,0.28823733,0.3401547,0.3549711,0.2768782,-736.15326
1,6,50,0.3809705,0.37104172,0.3395539,0.5012815,0.26502025,-880.42004
1,6,75,0.35864702,0.3670501,0.31112623,0.5946112,0.22692448,-953.39
1,6,100,0.3598821,0.35173947,0.314581,0.6739944,0.19734028,-1005.67267
1,6,125,0.34542385,0.34608936,0.316328,0.7193624,0.1800898,-1032.2042
1,6,150,0.34026396,0.3507108,0.30504504,0.7363943,0.17268473,-1055.4834
1,6,175,0.33701307,0.35193425,0.29895177,0.74131846,0.1712138,-1051.0793
1,6,200,0.3306516,0.3506329,0.29240742,0.7345411,0.17036101,-1059.2213
1,6,225,0.3467133,0.34543326,0.28724417,0.72738326,0.17077875,-1059.1865
1,6,250,0.31831414,0.33163366,0.27534053,0.7216828,0.17118357,-1068.2493
1,6,275,0.30953237,0.32052383,0.26388985,0.70201695,0.17028902,-1074.5763
1,6,300,0.31997076,0.30957866,0.25730497,0.67292273,0.16941835,-1076.5834
1,6,325,0.2929239,0.29404023,0.2518714,0.65794647,0.16956465,-1091.1544
1,6,350,0.29327545,0.28288546,0.24290614,0.65068,0.16921626,-1090.6874
1,6,375,0.28567868,0.27591488,0.24441616,0.6511314,0.16929476,-1082.0887
1,6,400,0.28284696,0.27808955,0.2442242,0.64066267,0.16881296,-1076.5098
1,6,425,0.28495583,0.27976093,0.24033023,0.6323788,0.16905318,-1074.3007
1,6,450,0.28307632,0.2822368,0.24281272,0.6337866,0.16851749,-1090.3976
1,6,475,0.27993977,0.28839988,0.2392076,0.62499845,0.16909365,-1083.3232
1,6,500,0.2764701,0.28398994,0.24390414,0.6294269,0.16811885,-1090.1189
1,6,525,0.28292426,0.28070733,0.23889636,0.626598,0.16833748,-1072.7347
1,6,550,0.29874396,0.28170484,0.24301049,0.6145083,0.16804741,-1080.3616
1,6,575,0.29156804,0.2776922,0.23570867,0.61617035,0.1680848,-1095.9797
1,6,600,0.29347637,0.27754417,0.23496449,0.62439054,0.16826364,-1079.6998
1,6,625,0.29361567,0.27662405,0.23490652,0.6167732,0.16824289,-1098.2717
1,6,650,0.28995386,0.27386445,0.23331173,0.61572385,0.16799843,-1098.5234
1,6,675,0.30994013,0.2745363,0.23801343,0.61691666,0.1678509,-1061.0723
1,6,700,0.30030438,0.27872548,0.23603371,0.62355334,0.16789484,-1095.929
1,6,725,0.3029518,0.27352926,0.2338008,0.61678696,0.16800599,-1091.8584
1,6,750,0.3013778,0.27103513,0.2322618,0.6226613,0.16797203,-1097.458
1,6,775,0.29925328,0.29934022,0.27154908,0.61072576,0.1699767,-1094.291
1,6,800,0.32403702,0.2850552,0.23336941,0.6227623,0.16820087,-1079.9692
1,6,825,0.30067345,0.27557728,0.23196927,0.6028987,0.16795842,-1090.4196
1,6,850,0.3197729,0.26865086,0.23189081,0.6159277,0.16814284,-1091.3558
1,6,875,0.3098496,0.27166465,0.23223667,0.61764,0.16792578,-1102.6923
1,6,900,0.31753498,0.27169773,0.23067603,0.60194737,0.16776773,-1081.239
1,6,925,0.31213552,0.28015772,0.23981611,0.6252209,0.16843782,-1081.556
1,6,950,0.3110996,0.27187932,0.22911847,0.6183712,0.16734652,-1102.1016
1,6,975,0.31347585,0.27092957,0.22897738,0.6148384,0.16769214,-1097.2439
1,6,1000,0.30492494,0.2780807,0.23008466,0.6337405,0.16921334,-1090.7311
1,7,0,0.6209274,0.07495967,0.07481257,0.086697534,0.17982283,7697.334
1,7,25,0.37248674,0.32589576,0.22843994,0.6337732,0.35875022,-596.3911
1,7,50,0.28873765,0.40760636,0.23502065,0.74887943,0.3004478,-625.27313
1,7,75,0.29095703,0.38947225,0.22519909,0.7164893,0.25101933,-695.96173
1,7,100,0.28603387,0.37001416,0.26567808,0.5878029,0.22682957,-916.0441
1,7,125,0.31116456,0.36748606,0.29171,0.6705318,0.20576753,-845.6565
1,7,150,0.27982727,0.36165872,0.29241046,0.6870928,0.2019092,-940.8943
1,7,175,0.2767092,0.33651555,0.28187284,0.7516911,0.19402899,-944.6463
1,7,200,0.30503672,0.37384364,0.32987347,0.7567724,0.19927877,-564.1446
1,7,225,0.28235155,0.3418085,0.28184623,0.7382256,0.19853717,-941.40155
1,7,250,0.29277286,0.32239962,0.37590367,0.6151649,0.2079372,-951.5376
1,7,275,0.3072371,0.392507,0.3421524,0.67974675,0.20411602,-914.7633
1,7,300,0.28300118,0.32024625,0.28006953,0.68560946,0.20178401,-940.4884
1,7,325,0.26767525,0.29560474,0.2550478,0.62259614,0.19580592,-993.9812
1,7,350,0.26559713,0.27444082,0.23999974,0.6838674,0.19464108,-1011.0203
1,7,375,0.29599822,0.28108317,0.22566141,0.6786358,0.19487105,-956.4918
1,7,400,0.31113547,0.30649558,0.24589801,0.5308408,0.20080274,-910.6253
1,7,425,0.26454756,0.35298142,0.23032804,0.61140597,0.20466621,-985.0215
1,7,450,0.2703594,0.28861204,0.24095914,0.5855759,0.19617741,-972.5909
1,7,475,0.29192504,0.28753832,0.2200171,0.59980834,0.20006882,-512.7005
1,7,500,0.26025057,0.28989026,0.23850453,0.3843094,0.20536882,-991.8784
1,7,525,0.25479472,0.31653935,0.27895558,0.46213982,0.17744699,-1065.1556
1,7,550,0.26214924,0.29556668,0.28337622,0.5241431,0.17693685,-1067.4338
1,7,575,0.25063562,0.29585102,0.26659948,0.55166703,0.18184902,-1028.7618
1,7,600,0.25529847,0.29244998,0.2757513,0.51997256,0.18560806,-1076.8953
1,7,625,0.24638972,0.2848375,0.25363478,0.6400601,0.1690085,-1040.9169
1,7,650,0.25053263,0.28516275,0.24549483,0.628319,0.17205794,-1078.663
1,7,675,0.25482094,0.27684858,0.25705433,0.6205761,0.17796296,-1099.4608
1,7,700,0.25266755,0.28218,0.25315994,0.6338642,0.17213611,-1094.3044
1,7,725,0.24738051,0.28883898,0.26765585,0.6187001,0.1761322,-1082.577
1,7,750,0.24205294,0.29173145,0.24730867,0.61772037,0.17141278,-1119.7057
1,7,775,0.24048118,0.28629684,0.23567852,0.65803707,0.16410784,-1148.5957
1,7,800,0.23402633,0.28934127,0.22817846,0.64739865,0.16011532,-1165.4497
1,7,825,0.23421809,0.29590964,0.22889945,0.638349,0.16015393,-1168.1403
1,7,850,0.23391531,0.29411298,0.23016004,0.6392409,0.15896884,-1174.236
1,7,875,0.232355,0.2964574,0.22824658,0.63202834,0.15954027,-1168.5448
1,7,900,0.23471376,0.29569608,0.22623146,0.6284427,0.15942521,-1165.5272
1,7,925,0.23435329,0.2973331,0.22862841,0.6330276,0.1593933,-1168.2483
1,7,950,0.23217797,0.29860675,0.23034517,0.62705964,0.15929541,-1174.0819
1,7,975,0.23322487,0.29782832,0.22755276,0.62194896,0.15933433,-1171.5378
1,7,1000,0.23382136,0.29748794,0.2282204,0.6310401,0.15923318,-1169.477
1,8,0,0.56963134,0.13606843,0.09133013,-0.14008465,0.15358962,10983.796
1,8,25,0.30013484,0.50855374,0.33142042,0.46089482,0.31231013,-686.9249
1,8,50,0.24121465,0.5790051,0.433249,0.6194476,0.2781316,-846.1515
1,8,75,0.24144335,0.49146137,0.40210906,0.7404448,0.21619244,-942.0821
1,8,100,0.23092368,0.41222,0.3948029,0.78938365,0.18719618,-972.17773
1,8,125,0.23463364,0.38656947,0.39174676,0.7837843,0.1834334,-938.9927
1,8,150,0.23298742,0.38628134,0.38741243,0.76155543,0.18499883,-1001.4944
1,8,175,0.23805548,0.37129357,0.3863117,0.7636751,0.18288738,-967.2362
1,8,200,0.23592612,0.36192164,0.37003234,0.76504517,0.18311065,-1011.2499
1,8,225,0.25117782,0.35637084,0.3747438,0.73152566,0.18666092,-1011.2937
1,8,250,0.2411206,0.33989286,0.35562024,0.721597,0.18058519,-1020.4818
1,8,275,0.24771531,0.3214055,0.33308855,0.70144,0.17834961,-1032.0956
1,8,300,0.25137076,0.31644344,0.31562582,0.6672529,0.17767656,-1042.3937
1,8,325,0.26106352,0.30854204,0.29498923,0.65210164,0.17636009,-1044.4344
1,8,350,0.27473077,0.30172357,0.278103,0.6468661,0.17522559,-1063.1345
1,8,375,0.2707371,0.30235302,0.27704856,0.63817585,0.17529501,-1068.4165
1,8,400,0.27115157,0.30374506,0.27181664,0.64936507,0.17442727,-1058.3134
1,8,425,0.26742584,0.305391,0.2738748,0.6386751,0.17294127,-1074.267
1,8,450,0.2645802,0.30747113,0.2700481,0.632455,0.17248249,-1076.8284
1,8,475,0.26958045,0.30691513,0.26701504,0.6418017,0.17210832,-1073.4219
1,8,500,0.2651539,0.30658647,0.2687582,0.62762594,0.17026842,-1090.2529
1,8,525,0.26359874,0.3098609,0.26667058,0.6159084,0.1698226,-1065.3684
1,8,550,0.26842374,0.30880794,0.26424083,0.6195556,0.16988738,-1081.0266
1,8,575,0.26686424,0.31136018,0.26219016,0.6237873,0.16944763,-1087.7853
1,8,600,0.25938138,0.3105105,0.262171,0.6216178,0.16955438,-1064.8131
1,8,625,0.2625508,0.30794346,0.2606535,0.6159856,0.16963558,-1092.1246
1,8,650,0.26004225,0.3152085,0.26245078,0.61036694,0.17062761,-1083.7405
1,8,675,0.26018205,0.31295013,0.25702012,0.61643696,0.16923428,-1098.7866
1,8,700,0.2570295,0.30903882,0.25983444,0.606749,0.16914287,-1100.8356
1,8,725,0.25887817,0.31001297,0.26502848,0.6183846,0.16934972,-1076.1396
1,8,750,0.25976256,0.30666947,0.25781772,0.6146505,0.16939881,-1086.952
1,8,775,0.26903716,0.30408692,0.25472555,0.61893654,0.16983266,-1093.1722
1,8,800,0.2601256,0.3090377,0.26233873,0.6108889,0.16940004,-1097.577
1,8,825,0.26074165,0.30837584,0.25812268,0.59748876,0.16875306,-1084.5132
1,8,850,0.25845474,0.30450064,0.259441,0.60304105,0.16900064,-1094.375
1,8,875,0.26095727,0.33569747,0.26481244,0.5729094,0.17056468,-1095.1354
1,8,900,0.26729658,0.29788584,0.25230035,0.60571367,0.16862324,-1083.3925
1,8,925,0.2674031,0.3105415,0.25772753,0.5884127,0.16979876,-1088.146
1,8,950,0.25846434,0.30815625,0.25635457,0.5905349,0.16899802,-1091.5405
1,8,975,0.26160485,0.30624837,0.25344402,0.5953082,0.16939591,-1096.6096
