fold,replicate,epoch,rmse_typ,omega_1,omega_2,rho,sigma,LL
1,3,425,0.36074418,2.9543664,0.9701405,-0.98348963,0.3018537,-213.55757
1,3,450,0.35935304,3.0649724,1.1609021,-0.98759735,0.29288125,-221.6491
1,3,475,0.3576246,3.179285,1.1863221,-0.99047446,0.28536835,-229.1215
1,3,500,0.35567516,3.3774567,1.1336398,-0.9926193,0.26004246,-232.76775
1,3,525,0.35350773,3.6081176,1.0465373,-0.993982,0.25467563,-233.44398
1,3,550,0.3511882,3.8074467,0.9209961,-0.99497956,0.24575453,-239.30376
1,3,575,0.34876215,3.9798656,0.7814962,-0.9957255,0.23726927,-241.2261
1,3,600,0.34628618,4.09895,0.7378026,-0.9962423,0.2293416,-253.15218
1,4,0,0.3327083,0.07700148,0.116606146,-0.19301918,0.08804287,2670.6306
1,4,25,0.19711708,0.18334389,0.20205833,-0.6772523,0.21344414,-405.9178
1,4,50,0.109731615,0.19253261,0.078490205,-0.72853625,0.19362251,-537.2839
1,4,75,0.08810941,0.13469641,0.046608824,-0.70854425,0.1183537,-679.60547
1,4,100,0.06666055,0.091001816,0.028878355,-0.55366224,0.07104352,-830.2232
1,4,125,0.0657116,0.0919822,0.032139506,0.32408112,0.051892236,-876.7004
1,4,150,0.065259695,0.18081982,0.086806275,0.90357983,0.04258017,-906.1892
1,4,175,0.06575107,0.22286685,0.10635142,0.2601563,0.035318714,-920.3758
1,4,200,0.066209696,0.22403732,0.117227525,0.35569882,0.02927483,-929.16254
1,4,225,0.06638728,0.22766119,0.12021988,0.3117911,0.026633525,-931.4146
1,4,250,0.06635749,0.22400826,0.12049024,0.31714645,0.026026262,-931.9352
1,4,275,0.06635718,0.21866405,0.119759955,0.31993082,0.026047168,-933.37415
1,4,300,0.06627282,0.21251155,0.11896944,0.3237433,0.02611395,-934.55347
1,4,325,0.06789512,0.21725726,0.116870485,0.31315994,0.026172597,-915.2725
1,4,350,0.06439507,0.1863775,0.11456228,0.3462351,0.02609409,-947.91846
1,4,375,0.062087435,0.19655925,0.12379712,0.39626315,0.025617924,-953.02094
1,4,400,0.062102526,0.19629762,0.11963473,0.38538712,0.025562845,-955.10425
1,4,425,0.061847955,0.19657962,0.12113678,0.38667884,0.02554495,-954.95844
1,4,450,0.06223617,0.19896188,0.12112463,0.38442704,0.02552508,-955.9548
1,4,475,0.06386425,0.19687906,0.121069714,0.36815095,0.025500212,-954.1301
1,4,500,0.061641883,0.19593999,0.12130563,0.3961851,0.02550242,-954.85596
1,4,525,0.061830495,0.1957428,0.12178289,0.39296633,0.025497422,-955.57263
1,4,550,0.06104787,0.19883622,0.1219107,0.39254087,0.025494749,-953.53156
1,4,575,0.05874679,0.2144536,0.13959657,0.5140939,0.02547511,-945.2336
1,4,600,0.057830922,0.17886104,0.12422887,0.3251985,0.025402127,-962.93896
1,4,625,0.058268055,0.18038127,0.12273442,0.38122025,0.025290783,-964.98175
1,4,650,0.058154065,0.1798316,0.12287117,0.37466493,0.025293572,-965.1958
1,4,675,0.058374852,0.1808251,0.1227729,0.37277663,0.025295548,-965.8145
1,4,700,0.058328003,0.17995378,0.12307188,0.3708883,0.025292177,-965.45355
1,4,725,0.058544934,0.17966516,0.122668095,0.3742248,0.025283577,-965.693
1,4,750,0.058151953,0.18030363,0.12279726,0.3760074,0.025286831,-962.2533
1,4,775,0.0589581,0.18653174,0.12338699,0.38982308,0.025296828,-965.29535
1,4,800,0.0582424,0.18123859,0.12266588,0.37247065,0.025298221,-964.7315
1,4,825,0.058825597,0.1798044,0.12305523,0.37156814,0.025282763,-965.9254
1,4,850,0.05816933,0.18348579,0.12329057,0.3761458,0.02529241,-962.7683
1,4,875,0.058115046,0.17925252,0.12307462,0.3716794,0.02527974,-964.16675
1,4,900,0.058164537,0.17771709,0.12296668,0.37167096,0.025288807,-964.57117
1,4,925,0.058178913,0.18532632,0.12329405,0.3926943,0.025287645,-964.5856
1,4,950,0.058117226,0.18168263,0.12324188,0.38225028,0.025288109,-962.506
1,4,975,0.059231468,0.18102077,0.1230918,0.3758249,0.025295781,-965.7082
1,4,1000,0.058442008,0.17972742,0.12280137,0.370599,0.025285553,-965.4134
1,4,1025,0.05813727,0.18123949,0.1229243,0.37813073,0.025277533,-962.9094
1,4,1050,0.05902161,0.18043293,0.122859254,0.37352744,0.025286017,-966.1061
1,4,1075,0.06232155,0.18197106,0.12332503,0.3684546,0.025286017,-961.51874
1,4,1100,0.058974873,0.17344914,0.12294833,0.33430654,0.025295781,-955.48157
1,4,1125,0.058527656,0.17850488,0.122198746,0.36412683,0.025284972,-966.0443
1,4,1150,0.058216073,0.18035798,0.12331396,0.37589517,0.025287993,-964.77075
1,4,1175,0.058372248,0.17996931,0.12265428,0.37552747,0.025287064,-964.49976
1,4,1200,0.05825893,0.1798081,0.123018965,0.37484387,0.025280902,-965.2169
1,4,1225,0.058452766,0.1797323,0.12280548,0.37610987,0.025287064,-965.5086
1,4,1250,0.058424573,0.17983548,0.12331165,0.37414446,0.025279509,-965.1154
1,4,1275,0.058224317,0.18057932,0.122797474,0.37646163,0.02527823,-964.1891
1,4,1300,0.058260344,0.1800904,0.12227111,0.3767601,0.025283577,-964.41626
1,4,1325,0.05847022,0.18207192,0.12166057,0.3514751,0.025288459,-966.01074
1,4,1350,0.059125993,0.17774223,0.123891905,0.3627057,0.025293805,-965.9849
1,4,1375,0.058304127,0.18033639,0.12266926,0.37520474,0.025281368,-964.21216
1,4,1400,0.058409005,0.18003494,0.12282394,0.3767914,0.025300663,-965.13116
1,4,1425,0.05824669,0.18039899,0.1227961,0.37799928,0.025271721,-964.7265
1,4,1450,0.058522623,0.18093275,0.12527873,0.36229876,0.025301825,-962.90765
1,4,1475,0.05903624,0.17911929,0.12202044,0.36697564,0.0252773,-965.6692
1,4,1500,0.058654647,0.18002228,0.12206222,0.37041217,0.025302174,-965.9467
1,4,1525,0.05849542,0.1816542,0.123058915,0.3704836,0.025291713,-964.38995
1,4,1550,0.058458153,0.18728012,0.12160747,0.3728871,0.025297059,-962.8961
1,4,1575,0.05917108,0.18096428,0.12360593,0.4060412,0.025317749,-966.0737
1,4,1600,0.058807157,0.17964107,0.12425014,0.3816775,0.025284972,-964.67865
1,4,1625,0.058675572,0.1825283,0.122693405,0.35180762,0.02530566,-965.5507
1,4,1650,0.058591183,0.18152079,0.12352586,0.3685547,0.025303103,-965.60394
1,4,1675,0.058508936,0.18006022,0.123329245,0.38599753,0.025288342,-965.2997
1,4,1700,0.058545254,0.18001163,0.12504396,0.3670641,0.0253131,-964.7699
1,4,1725,0.058659535,0.17863561,0.12416738,0.37581092,0.025299383,-965.6527
1,4,1750,0.06071375,0.17630751,0.12660575,0.3847953,0.02532449,-959.43695
1,4,1775,0.058450628,0.17848405,0.12105609,0.36435306,0.025302289,-964.39294
1,4,1800,0.058568764,0.17956457,0.1226586,0.37309447,0.025293572,-965.5797
1,4,1825,0.058621988,0.17938812,0.12290026,0.3807472,0.025275905,-965.60846
1,4,1850,0.058898788,0.17986326,0.122688554,0.38420767,0.025304498,-965.9077
1,4,1875,0.05939193,0.18535553,0.12292609,0.3056356,0.025351454,-963.63544
1,4,1900,0.059030607,0.1845399,0.12203099,0.33119166,0.025337856,-963.80865
1,4,1925,0.058643803,0.17793623,0.12483406,0.40113145,0.0252995,-965.1482
1,4,1950,0.05871022,0.17883013,0.1229087,0.3884726,0.025294734,-965.96875
1,4,1975,0.058671672,0.17927493,0.12244199,0.38510236,0.025290899,-966.1067
1,4,2000,0.05957494,0.1819183,0.12903358,0.31706026,0.025334252,-959.3175
1,5,0,0.2912351,0.11332816,0.11359719,-0.08496709,0.075791374,3666.1187
1,5,25,0.122527674,0.25527638,0.41304606,0.11321309,0.17197944,-537.50854
