outer,inner,epoch,rmse_typ,omega_1,omega_2,rho,sigma,LL
3,8,425,0.14877787,0.30458066,0.21176283,0.44770336,0.03819644,-758.64026
3,8,450,0.1482737,0.30419886,0.21148798,0.44428077,0.0382148,-757.434
3,8,475,0.14847521,0.30413043,0.2113307,0.44706735,0.038216982,-759.3655
3,8,500,0.14781322,0.30385548,0.21125194,0.44633678,0.03818382,-759.392
3,8,525,0.14811808,0.3042168,0.21092464,0.44659004,0.038154904,-758.3725
3,8,550,0.14792477,0.30397293,0.21107687,0.44612646,0.03816787,-758.04016
3,8,575,0.14777762,0.3042672,0.21125987,0.44380292,0.038186345,-758.6843
3,8,600,0.14872192,0.3042132,0.21085271,0.44462866,0.038144004,-759.0372
3,8,625,0.1490669,0.30400565,0.21123004,0.44698936,0.038170625,-758.5846
3,8,650,0.1488525,0.3039526,0.21122609,0.44563928,0.03817556,-758.5123
3,8,675,0.14739771,0.3041316,0.2110009,0.44572338,0.038164772,-758.0434
3,8,700,0.14800227,0.30446336,0.21065661,0.4438125,0.038109235,-758.853
3,8,725,0.1488423,0.3039225,0.21074912,0.44517723,0.03815766,-758.3327
3,8,750,0.14880186,0.30400768,0.21038774,0.44519177,0.03819495,-759.3618
3,8,775,0.14886822,0.3040592,0.21013096,0.44682917,0.038193572,-760.10345
3,8,800,0.1483986,0.30355862,0.21046974,0.44693923,0.038146183,-758.73016
3,8,825,0.14959891,0.30413404,0.21033335,0.44369176,0.03817361,-759.7316
3,8,850,0.14816415,0.30433315,0.21044008,0.44345775,0.038137693,-759.25494
3,8,875,0.14855197,0.30492,0.21113893,0.44394696,0.03814802,-757.8721
3,8,900,0.14828146,0.30487335,0.21057202,0.44233358,0.0381891,-758.2834
3,8,925,0.14875306,0.30380464,0.21041188,0.44440237,0.03816753,-760.0246
3,8,950,0.14905602,0.30479792,0.21074525,0.44401455,0.0381323,-758.82513
3,8,975,0.14712828,0.3039878,0.2107746,0.44683304,0.03812174,-758.93085
3,8,1000,0.151381,0.30659,0.21030843,0.4413838,0.038143314,-758.48914
3,9,0,0.349987,0.09179907,0.15537748,-0.06860644,0.14235803,2237.776
3,9,25,0.16982482,0.25066712,0.27912548,0.6589328,0.24882786,-439.23026
3,9,50,0.16972686,0.24886383,0.14962943,0.9371119,0.16736376,-538.2092
3,9,75,0.16002993,0.34653866,0.23245126,0.9766139,0.10085203,-621.06415
3,9,100,0.16495797,0.35921186,0.24648783,0.901788,0.072853066,-671.5182
3,9,125,0.15399061,0.30528456,0.23524888,0.62467563,0.05388337,-702.64465
3,9,150,0.16260578,0.37272614,0.27441165,0.3174513,0.0429387,-695.47906
3,9,175,0.16255559,0.302121,0.20090805,0.5159223,0.04088604,-747.15027
3,9,200,0.15724806,0.28565472,0.20788626,0.53206295,0.040656347,-751.2081
3,9,225,0.15962519,0.28222215,0.19903848,0.51800543,0.04128316,-749.9719
3,9,250,0.15831275,0.2924762,0.20752724,0.5339234,0.0403784,-745.3434
3,9,275,0.16668725,0.30371058,0.21869431,0.517123,0.04037565,-751.4452
3,9,300,0.15387498,0.6062347,1.2043909,0.76120484,0.04696967,-584.90137
3,9,325,0.15863937,0.63902557,0.4030446,0.79755676,0.04212619,-710.0112
3,9,350,0.14066441,0.30890483,0.21756639,0.5147806,0.042778697,-723.799
3,9,375,0.14446001,0.31125888,0.2409554,0.57808423,0.042684577,-746.5954
3,9,400,0.14089109,0.6908623,0.24853837,0.1700279,0.054925635,-675.8713
3,9,425,0.13326968,0.27036119,0.23282062,0.6047517,0.04490556,-730.78613
3,9,450,0.14547652,0.29319945,0.23848349,0.58476937,0.045428447,-753.96814
3,9,475,0.14370553,0.2929669,0.22413088,0.5419447,0.04480172,-744.6928
3,9,500,0.14017758,0.282773,0.23772709,0.5505271,0.041672006,-746.91376
3,9,525,0.16005668,0.2810784,0.23889016,0.504831,0.047915876,-716.5975
3,9,550,0.15579475,0.2915967,0.21491995,0.5822686,0.04273278,-741.85547
3,9,575,0.15300806,0.30502957,0.20958434,0.53605545,0.041403033,-760.7487
3,9,600,0.15588515,0.29047975,0.20935415,0.51216674,0.04106637,-747.90424
3,9,625,0.16546552,0.28618976,0.20977303,0.53952473,0.0414163,-763.13995
3,9,650,0.14687581,0.30691716,0.20903608,0.5805092,0.043557927,-763.3533
3,9,675,0.1470155,0.2931935,0.21129403,0.5322921,0.04362149,-765.6003
3,9,700,0.14951508,0.29627755,0.21886031,0.5424683,0.04111786,-741.4954
3,9,725,0.14500664,0.30025578,0.22177428,0.52319026,0.042060126,-720.4232
3,9,750,0.16265778,0.28482783,0.21372491,0.56992036,0.044637,-758.95496
3,9,775,0.15648068,0.28344706,0.21250057,0.56902224,0.04110859,-716.15295
3,9,800,0.15615125,0.2851484,0.20984407,0.5449284,0.042360347,-762.9468
3,9,825,0.15949202,0.29137832,0.20889795,0.53053087,0.041141424,-741.4802
3,9,850,0.15778892,0.28988722,0.21134904,0.571548,0.042408794,-755.2637
3,9,875,0.15824,0.28310654,0.20067059,0.55142796,0.03979455,-761.23364
3,9,900,0.16256876,0.27833885,0.20921414,0.5579864,0.041326858,-759.9405
3,9,925,0.15981011,0.27125737,0.20459363,0.5657191,0.04292968,-772.32544
3,9,950,0.16830854,0.2781531,0.2106036,0.56536496,0.040898513,-757.25494
3,9,975,0.15915704,0.27365938,0.20361696,0.5363683,0.041354764,-749.3905
3,9,1000,0.16241878,0.27191845,0.21035296,0.5636069,0.04110779,-759.3482
3,10,0,0.496919,0.13189873,0.10986424,-0.14285071,0.13434836,2787.6003
3,10,25,0.22420998,0.33508775,0.26543766,0.34795025,0.22406837,-454.41486
3,10,50,0.20198567,0.29210654,0.15378846,0.7723534,0.15764795,-557.01855
3,10,75,0.20717941,0.27988267,0.23614658,0.90889585,0.09986876,-629.098
3,10,100,0.21457195,0.35487816,0.26508254,0.82736564,0.07594,-674.25116
3,10,125,0.23072858,0.37022582,0.28100666,0.76569515,0.059171963,-696.9645
3,10,150,0.17638163,0.3775299,0.27493772,0.67676425,0.047249656,-722.1918
3,10,175,0.14302094,0.34399313,0.24937129,0.5819624,0.04177228,-741.3864
3,10,200,0.11953429,0.3072646,0.2254484,0.49361727,0.040096022,-755.923
3,10,225,0.11238039,0.30255935,0.22008187,0.47528332,0.039478205,-759.14496
3,10,250,0.11206885,0.30296764,0.21689487,0.47308388,0.03928154,-759.9956
3,10,275,0.11179401,0.30316493,0.21788089,0.47212452,0.039221134,-759.2528
3,10,300,0.1113502,0.3040937,0.21626368,0.46968067,0.039192364,-759.1516
3,10,325,0.1118419,0.30434862,0.21601342,0.47194254,0.03917425,-757.9792
3,10,350,0.112246245,0.3033539,0.21684851,0.47097915,0.039160497,-759.13055
3,10,375,0.1127882,0.3040052,0.21606365,0.47285137,0.039158665,-758.71906
3,10,400,0.112249695,0.30402756,0.21699926,0.4709944,0.039166458,-758.8456
3,10,425,0.109358475,0.3044973,0.21665491,0.47077787,0.03914846,-759.1688
3,10,450,0.11317252,0.30374762,0.21695513,0.4708593,0.039116938,-757.2139
3,10,475,0.11129249,0.30603826,0.215924,0.4665263,0.03922423,-759.0165
3,10,500,0.11285303,0.30422825,0.21705607,0.47581246,0.039147656,-759.7916
3,10,525,0.11579678,0.3040323,0.21738483,0.469605,0.039164167,-758.2676
3,10,550,0.11985702,0.30438846,0.2170458,0.4598534,0.03922297,-757.1632
3,10,575,0.11251205,0.3039294,0.21644536,0.46956018,0.03922079,-759.0128
3,10,600,0.11453423,0.3044107,0.21707152,0.46802238,0.03913883,-758.8291
3,10,625,0.111252874,0.30355546,0.21681233,0.47102854,0.039176773,-759.0166
3,10,650,0.11513915,0.30393526,0.21691021,0.46855494,0.039170697,-757.2356
3,10,675,0.11060532,0.30557862,0.21733707,0.47317,0.039192937,-758.765
3,10,700,0.113779135,0.30834037,0.21767695,0.47350794,0.039223656,-759.6856
3,10,725,0.10935677,0.30593535,0.21772327,0.47573936,0.039197523,-757.7936
3,10,750,0.107473165,0.30570903,0.21646772,0.4697746,0.039177004,-756.44904
3,10,775,0.11501887,0.3040425,0.21588565,0.47063312,0.039195802,-759.0784
3,10,800,0.11006786,0.30398947,0.2162901,0.46656552,0.039251167,-759.64825
3,10,825,0.104490556,0.30503935,0.21624862,0.46984166,0.03919099,-753.54126
3,10,850,0.11646715,0.3070965,0.21645409,0.46719673,0.03916256,-759.0514
3,10,875,0.11251199,0.3049788,0.21693881,0.47674435,0.039240737,-760.07745
3,10,900,0.10833823,0.30400062,0.21735711,0.47496086,0.039208297,-757.341
3,10,925,0.11556314,0.305258,0.21685456,0.46599898,0.039236035,-757.01624
3,10,950,0.111877985,0.30382785,0.21711603,0.47734866,0.039130233,-758.1895
3,10,975,0.110442676,0.30262417,0.21643075,0.4679227,0.039240737,-758.1325
3,10,1000,0.10911142,0.30492914,0.2164056,0.47779208,0.039132413,-758.353
4,1,0,0.38553178,0.10038343,0.1125074,0.06839605,0.117861025,3515.1577
4,1,25,0.16993451,0.30740222,0.30704784,0.41524014,0.21904112,-435.30222
4,1,50,0.13406591,0.3147576,0.16777539,0.76966035,0.1730632,-523.9458
4,1,75,0.12902634,0.29335174,0.20949356,0.8965545,0.11776491,-597.5886
4,1,100,0.11543732,0.345844,0.24391647,0.9248638,0.08513131,-649.77234
4,1,125,0.1132124,0.40478855,0.2733535,0.8466605,0.06584184,-675.3455
4,1,150,0.11534276,0.41366068,0.2722825,0.7277069,0.0524728,-691.5993
4,1,175,0.11919292,0.43611383,0.27723342,0.69699085,0.04457737,-702.2822
4,1,200,0.11865773,0.5086521,0.26260152,0.5767538,0.041235004,-694.5255
4,1,225,0.117968254,0.4197295,0.25164917,0.6248142,0.03955899,-715.9631
4,1,250,0.11930618,0.38828567,0.23634115,0.55986476,0.038767118,-728.4546
4,1,275,0.11929009,0.33500573,0.22038478,0.46448708,0.0380452,-744.7407
4,1,300,0.12137776,0.31066498,0.21648501,0.46922633,0.038060922,-751.64307
4,1,325,0.122316875,0.3078366,0.21519011,0.47949183,0.03872664,-751.85156
4,1,350,0.122071385,0.30812594,0.21508552,0.47978628,0.03892146,-751.5486
4,1,375,0.1219068,0.30768567,0.21598019,0.47815838,0.038765628,-752.2327
4,1,400,0.12156199,0.30857962,0.2163577,0.47933558,0.03874338,-751.95703
4,1,425,0.12187827,0.3080146,0.21613856,0.48037872,0.038737647,-751.85156
4,1,450,0.121856,0.30857846,0.21612877,0.47718278,0.038845442,-750.59564
4,1,475,0.12136536,0.3084932,0.21603079,0.4771996,0.038841426,-752.966
4,1,500,0.121577926,0.30820602,0.21653858,0.47845623,0.038816314,-752.2867
4,1,525,0.1215848,0.3087562,0.21582937,0.4811939,0.038774345,-751.82513
4,1,550,0.12311138,0.310855,0.2157772,0.47892797,0.038930062,-751.62213
4,1,575,0.12177399,0.3084643,0.21588528,0.4800032,0.038736384,-752.5443
4,1,600,0.12147651,0.30813876,0.21563299,0.47853455,0.038746018,-750.9538
4,1,625,0.12167199,0.30802038,0.21578172,0.47860056,0.038788907,-751.1271
4,1,650,0.12141851,0.3074756,0.21583878,0.4811302,0.038811497,-750.71655
4,1,675,0.12153998,0.3080684,0.21574828,0.47968838,0.03877813,-751.4008
4,1,700,0.12162487,0.30790833,0.21660106,0.47846708,0.03888328,-750.0373
4,1,725,0.121933304,0.30875146,0.21593532,0.47814044,0.03884739,-750.82715
4,1,750,0.1232406,0.30728713,0.2154998,0.50208354,0.039078534,-741.97046
4,1,775,0.12239919,0.31010127,0.21085127,0.4404241,0.039160613,-747.7324
4,1,800,0.12249824,0.30749533,0.21636048,0.46902826,0.038608167,-752.10785
4,1,825,0.12214661,0.30689996,0.21532652,0.4811679,0.03884338,-751.81464
4,1,850,0.12219694,0.3082077,0.21552354,0.4778426,0.03875703,-751.5988
4,1,875,0.122043364,0.3084037,0.21608247,0.4752367,0.03877102,-751.42816
4,1,900,0.12210585,0.3082019,0.21534497,0.47623116,0.038768724,-750.9152
4,1,925,0.12162997,0.30803633,0.21557774,0.47930455,0.038819756,-752.2142
4,1,950,0.12213465,0.30836987,0.21594022,0.47754917,0.03873157,-752.279
4,1,975,0.121377744,0.30794907,0.21613184,0.47992757,0.038820557,-751.84296
4,1,1000,0.12186924,0.30736673,0.21573474,0.4778816,0.038826175,-750.5924
4,2,0,0.43429923,0.1330393,0.15196848,-0.006672462,0.092480294,6429.331
4,2,25,0.20240237,0.4456868,0.36124638,0.25342497,0.16963327,-486.9155
4,2,50,0.18035251,0.46562183,0.23670118,0.48114792,0.15306716,-544.64594
4,2,75,0.1847843,0.3934144,0.18336423,0.6442107,0.12139749,-596.18646
4,2,100,0.18529113,0.3489516,0.21147881,0.7661673,0.0951963,-638.00006
4,2,125,0.18576351,0.3552572,0.23139863,0.8134078,0.076859415,-660.8614
4,2,150,0.18385011,0.38439077,0.25470105,0.77434623,0.064871445,-676.5633
4,2,175,0.18117389,0.4031035,0.2669088,0.706089,0.055868406,-687.39935
4,2,200,0.1791644,0.41379216,0.27373654,0.67786074,0.049171515,-693.59344
4,2,225,0.17668736,0.42771763,0.27522728,0.66142344,0.0447054,-701.10156
4,2,250,0.17441484,0.4357641,0.27193028,0.640355,0.04184225,-705.69464
4,2,275,0.17318922,0.4347244,0.26341408,0.6143188,0.04016004,-709.4739
4,2,300,0.17130604,0.42210624,0.24785003,0.56771183,0.038956203,-720.4932
4,2,325,0.16870257,0.39402667,0.22968681,0.49676225,0.03797508,-731.7726
4,2,350,0.1656448,0.35025322,0.21480581,0.40376905,0.03721067,-747.33075
4,2,375,0.16378582,0.3173222,0.21011646,0.36878872,0.036825486,-754.49646
4,2,400,0.16347712,0.31032375,0.20819724,0.39210948,0.037053306,-755.03076
4,2,425,0.16351672,0.30928454,0.20721178,0.3935716,0.037395567,-754.4435
4,2,450,0.163884,0.30954918,0.20672823,0.39439976,0.037429444,-754.2891
4,2,475,0.1636369,0.3091722,0.20662372,0.39437637,0.037372258,-755.7879
4,2,500,0.16404691,0.30962652,0.20624591,0.39334598,0.0373277,-753.5063
4,2,525,0.16388503,0.30948788,0.20596595,0.39335644,0.037340906,-753.88245
4,2,550,0.16413532,0.30933085,0.20594324,0.39426193,0.0372952,-753.76215
4,2,575,0.16402954,0.30931744,0.20603028,0.39472446,0.03726465,-754.0624
4,2,600,0.16409181,0.30948997,0.20526591,0.3947811,0.03726017,-755.24567
4,2,625,0.16404377,0.30931902,0.20570329,0.3944032,0.037218366,-753.60944
4,2,650,0.16413172,0.3090867,0.20537783,0.3941469,0.03724122,-754.5396
4,2,675,0.16420838,0.30935708,0.20518444,0.3943544,0.03721469,-753.3929
4,2,700,0.164343,0.30903244,0.20539142,0.39410195,0.03721733,-753.9341
4,2,725,0.16434707,0.3095255,0.20520328,0.3932067,0.037184943,-754.9742
4,2,750,0.16445577,0.309322,0.20522863,0.39421058,0.037191946,-753.2995
4,2,775,0.16446847,0.30922583,0.20530842,0.39381608,0.037207566,-753.535
4,2,800,0.16436286,0.30925176,0.20493235,0.3931915,0.037220776,-754.8636
4,2,825,0.16438562,0.3092519,0.2050952,0.39336073,0.037182298,-754.04663
4,2,850,0.16438654,0.30898765,0.20490962,0.39329794,0.037205614,-754.06854
4,2,875,0.1644797,0.3094862,0.2047074,0.3929587,0.037172537,-753.99414
4,2,900,0.16469738,0.3094067,0.20503393,0.3924157,0.037164494,-754.8712
4,2,925,0.16406073,0.3086627,0.20491536,0.39345425,0.0371908,-754.5952
4,2,950,0.16448818,0.30865368,0.20435704,0.39225933,0.037163693,-753.54626
4,2,975,0.1643092,0.30834422,0.20431729,0.3954118,0.037163693,-755.4534
4,2,1000,0.16463856,0.3089163,0.20453534,0.3918835,0.03717047,-754.886
4,3,0,0.43885246,0.18696354,0.13233337,0.16438872,0.10475624,3976.891
4,3,25,0.1466279,0.46823704,0.32630986,0.43617025,0.17694843,-497.50272
4,3,50,0.13444255,0.43475688,0.171939,0.7183434,0.13902214,-568.013
4,3,75,0.13024537,0.3539039,0.23111464,0.8378011,0.09774117,-632.51013
4,3,100,0.12889396,0.35722274,0.24367845,0.85402143,0.07199918,-664.9469
4,3,125,0.12989463,0.4038006,0.267842,0.7554849,0.057574727,-687.2066
4,3,150,0.13027541,0.4213256,0.27499396,0.7109797,0.04804302,-701.704
4,3,175,0.13115184,0.43139225,0.26655427,0.65097934,0.042835347,-714.349
4,3,200,0.1328014,0.40741798,0.24698856,0.58085954,0.040211685,-728.7744
4,3,225,0.13292627,0.3571645,0.22916993,0.5012768,0.039032675,-742.69415
4,3,250,0.13295943,0.32275853,0.21964106,0.46275082,0.03864739,-751.08655
4,3,275,0.13361889,0.31178916,0.21609524,0.45684895,0.038613785,-753.5005
4,3,300,0.13498056,0.308759,0.21475908,0.45758995,0.03860163,-755.1643
4,3,325,0.13533017,0.30845597,0.21466291,0.45821747,0.038540035,-754.0535
4,3,350,0.2299961,0.7034808,0.47269052,-0.5960231,0.054286316,-609.52673
4,3,375,0.19225046,1.0509934,0.47424713,-0.6534412,0.0582395,-638.1658
4,3,400,0.17505188,0.7394687,0.2649095,-0.009499942,0.041044634,-705.7742
4,3,425,0.14619763,0.40152758,0.23673673,0.5128609,0.036870297,-745.00903
4,3,450,0.13242584,0.29756472,0.21387883,0.43704233,0.03888546,-750.95966
4,3,475,0.13426727,0.31201184,0.2164922,0.47113055,0.038944736,-755.2062
4,3,500,0.13450755,0.30931658,0.21592121,0.45550615,0.03850092,-754.49854
4,3,525,0.13520354,0.30816704,0.21495698,0.45885825,0.03862147,-754.7363
4,3,550,0.134554,0.3079482,0.21446013,0.45768973,0.038703356,-755.40247
4,3,575,0.13465793,0.3078372,0.21408826,0.45860192,0.03865496,-755.1846
4,3,600,0.13483611,0.30736136,0.2146405,0.46040332,0.038661152,-755.4136
4,3,625,0.13467649,0.3077003,0.2147736,0.45919114,0.038729504,-753.8245
4,3,650,0.13467993,0.30748224,0.21441223,0.45834503,0.03872515,-754.5085
4,3,675,0.13434425,0.30743423,0.21455124,0.46006045,0.038771134,-755.28094
4,3,700,0.13482192,0.3076836,0.21451806,0.4588047,0.038747165,-754.39777
4,3,725,0.13862659,0.3044647,0.21558388,0.459927,0.038916763,-754.18463
4,3,750,0.13734448,0.310369,0.21700579,0.46367595,0.038854383,-754.2425
4,3,775,0.13537703,0.30779707,0.2149967,0.45553544,0.03879487,-756.5389
4,3,800,0.13528447,0.30822346,0.21528721,0.460683,0.038850486,-754.9809
4,3,825,0.13456072,0.30810133,0.21517609,0.45832518,0.038754392,-754.0805
4,3,850,0.13515213,0.30829677,0.2152898,0.4603617,0.03885702,-755.82074
4,3,875,0.13531664,0.3080902,0.21565662,0.45951185,0.038824227,-755.44147
4,3,900,0.1349107,0.3081735,0.21584925,0.45716053,0.038914584,-754.8445
4,3,925,0.13522102,0.3078783,0.21582888,0.4598623,0.038872156,-754.3409
4,3,950,0.13436258,0.308472,0.21500169,0.4584236,0.038923066,-755.586
4,3,975,0.13526142,0.30795845,0.21560828,0.46007228,0.038925245,-754.0427
4,3,1000,0.13449097,0.3085049,0.21609323,0.45839733,0.038860347,-753.59033
4,4,0,0.56413996,0.074513085,0.08921982,-0.05164575,0.13504808,2506.187
4,4,25,0.23749293,0.20892659,0.28230882,0.5658068,0.23272796,-460.42126
4,4,50,0.23150669,0.23172365,0.15203156,0.809874,0.16076781,-547.9422
4,4,75,0.24397475,0.3062289,0.19466934,0.91752905,0.09860243,-656.78015
4,4,100,0.26147595,0.33673564,0.24817961,0.81901413,0.0668153,-699.3839
4,4,125,0.2539478,0.33069623,0.25917956,0.60892,0.049217932,-729.9919
4,4,150,0.24644892,0.34074754,0.27095085,0.55330104,0.041500248,-728.7484
4,4,175,0.24195528,0.34986764,0.26948404,0.5067014,0.039619375,-739.28613
4,4,200,0.22566512,0.34219727,0.25302464,0.50285643,0.039555095,-741.01483
4,4,225,0.21277015,0.33688816,0.24673739,0.49525562,0.03964,-742.3189
4,4,250,0.19942401,0.33042866,0.24101648,0.48204592,0.039829835,-744.2369
4,4,275,0.1798457,0.3256516,0.23493348,0.47487307,0.039764877,-746.17914
4,4,300,0.16662636,0.32407457,0.23134112,0.46645626,0.03981769,-747.31366
4,4,325,0.15975308,0.32342577,0.22874166,0.46185058,0.03981609,-749.41046
4,4,350,0.15674688,0.3233339,0.228363,0.45718148,0.03970817,-747.33093
4,4,375,0.15497266,0.32459557,0.22711514,0.45044664,0.03967105,-748.0549
4,4,400,0.15387632,0.3229878,0.2259828,0.4528248,0.039554864,-748.28937
4,4,425,0.15402836,0.32252455,0.22585374,0.45515633,0.03955303,-748.68585
4,4,450,0.15227614,0.32275638,0.22504584,0.4547197,0.039595887,-749.75024
4,4,475,0.15237334,0.31809726,0.22440504,0.46045414,0.039698202,-750.717
4,4,500,0.15285614,0.30914167,0.22286294,0.47809654,0.040089265,-752.224
4,4,525,0.15119676,0.30413696,0.22233747,0.48294675,0.040679466,-751.89764
4,4,550,0.15202497,0.30270043,0.2237642,0.49895224,0.040909156,-753.80475
4,4,575,0.15397622,0.30916494,0.22499853,0.48056093,0.041078158,-753.9881
4,4,600,0.15363932,0.30035996,0.22441,0.5141975,0.041035138,-753.92993
4,4,625,0.15600675,0.30180335,0.22460294,0.5082284,0.040980786,-754.1957
4,4,650,0.15706705,0.3005258,0.2271197,0.52138585,0.041048408,-752.0575
4,4,675,0.1547063,0.30027854,0.22435418,0.5077058,0.041008364,-754.11475
4,4,700,0.1552802,0.3015082,0.22510324,0.5112584,0.041094862,-755.4112
4,4,725,0.20064259,0.552477,0.47944552,-0.5741345,0.050275613,-668.164
4,4,750,0.17672108,0.33763477,0.21631083,0.43764552,0.03822065,-745.8491
4,4,775,0.16733827,0.31789836,0.2335378,0.4646793,0.04097644,-751.509
4,4,800,0.1606597,0.3051142,0.22796722,0.50319654,0.040980674,-754.4907
4,4,825,0.15865357,0.30341712,0.22775593,0.50360835,0.041008364,-753.96344
4,4,850,0.1570572,0.3011463,0.22552614,0.5103065,0.041156296,-755.2776
4,4,875,0.1559487,0.299831,0.22616148,0.5098003,0.041121863,-754.2801
4,4,900,0.15568377,0.30021515,0.22554669,0.5153412,0.041094173,-754.2744
4,4,925,0.15578309,0.3004032,0.22619095,0.51435673,0.04111488,-754.9485
4,4,950,0.15590529,0.30045643,0.2259091,0.5145748,0.041064315,-754.6776
4,4,975,0.15584913,0.3007733,0.22579145,0.5134119,0.041084677,-754.4034
4,4,1000,0.15512,0.30070904,0.22541653,0.5125431,0.041115455,-755.1701
4,5,0,0.38910225,0.07790096,0.06221812,0.26488155,0.10924842,4409.377
4,5,25,0.20109189,0.26026487,0.21818371,0.6204796,0.2306218,-446.99243
4,5,50,0.16778393,0.28389877,0.15471472,0.8405967,0.19805539,-504.2515
4,5,75,0.16836004,0.2570238,0.16473974,0.913255,0.14513324,-567.62427
4,5,100,0.16781056,0.29160517,0.19399452,0.94786006,0.10769222,-605.5092
4,5,125,0.17333966,0.3343977,0.22933847,0.92668784,0.086451106,-644.32635
4,5,150,0.17231688,0.36761746,0.22940774,0.6878519,0.0707268,-664.6845
4,5,175,0.17151818,0.37744957,0.24532172,0.68779755,0.05737607,-679.9656
4,5,200,0.16102578,0.3747287,0.26183516,0.61719275,0.048508063,-680.4185
4,5,225,0.15004681,0.33491609,0.23037423,0.5557131,0.045962796,-721.61334
4,5,250,0.14015363,0.28994823,0.2119945,0.48165375,0.0422935,-743.7835
4,5,275,0.14054525,0.2940053,0.21328649,0.46089917,0.04131153,-737.1435
4,5,300,0.14090589,0.3029567,0.21948314,0.4865078,0.041330747,-732.5333
4,5,325,0.14130713,0.2988272,0.21484418,0.46617603,0.041562002,-745.8197
4,5,350,0.14117612,0.2931075,0.21688545,0.47822464,0.04144821,-748.6113
4,5,375,0.14204147,0.29548347,0.21690926,0.46803048,0.041177116,-737.9996
4,5,400,0.13823973,0.30064672,0.21789643,0.4433369,0.04039397,-754.7005
4,5,425,0.14320168,0.30498537,0.21934108,0.49784178,0.042425476,-735.8122
4,5,450,0.13786228,0.3179074,0.22485337,0.43036896,0.04129689,-708.2148
4,5,475,0.13756251,0.29520097,0.22252758,0.48937798,0.042417478,-749.3593
4,5,500,0.13351333,0.30330533,0.24434942,0.5254878,0.042627577,-731.7373
4,5,525,0.13894853,0.29461718,0.22699821,0.50374305,0.041401662,-744.4077
4,5,550,0.13659786,0.29586476,0.22022362,0.47700736,0.040920485,-712.977
4,5,575,0.13190056,0.31016743,0.24030502,0.40266687,0.045386527,-729.79834
4,5,600,0.12506886,0.29778165,0.24236566,0.50360733,0.04339802,-741.1662
4,5,625,0.12588698,0.30137193,0.23178038,0.4946439,0.03963152,-742.4741
4,5,650,0.128525,0.29988798,0.22535306,0.47316474,0.039766826,-747.6114
4,5,675,0.13990015,0.30293733,0.21821466,0.43120825,0.040344622,-737.6316
4,5,700,0.14190586,0.2941532,0.20955496,0.47268862,0.040006805,-752.86884
4,5,725,0.14090326,0.28517878,0.20526484,0.46986556,0.040317487,-746.1921
4,5,750,0.14045136,0.28329954,0.21027935,0.4788504,0.04035058,-748.66754
4,5,775,0.14890657,0.28809687,0.2211522,0.45651373,0.04126829,-729.02966
4,5,800,0.15049928,0.29700142,0.20293221,0.44456372,0.039728105,-728.4983
4,5,825,0.14066704,0.2882887,0.20485921,0.4782487,0.039990082,-742.21185
4,5,850,0.14082782,0.29200548,0.2153741,0.44802868,0.03994736,-736.8032
4,5,875,0.14896223,0.28712395,0.20256652,0.4556046,0.04041263,-729.53595
4,5,900,0.14561519,0.3325221,0.21816702,0.30613673,0.040627386,-306.97153
4,5,925,0.15723784,0.33025327,0.25124127,0.6109226,0.045708753,-719.7519
4,5,950,0.18845022,1.0492318,0.46266598,0.7936472,0.050307013,-598.7589
4,5,975,0.18989936,0.53257936,0.35466373,0.75651115,0.04179503,-669.1811
4,5,1000,0.18830037,0.3739346,0.27337882,0.7017299,0.039756745,-671.21246
4,6,0,0.49451676,0.08106756,0.07471257,0.110499255,0.13877864,2514.8262
4,6,25,0.22630455,0.29067418,0.18914534,0.62692416,0.26852456,-416.27475
4,6,50,0.20078771,0.2768867,0.12722652,0.9322219,0.19584072,-497.82074
4,6,75,0.19186151,0.33735585,0.21667142,0.97981143,0.12217638,-598.8759
4,6,100,0.1989472,0.34827486,0.20452076,0.981869,0.085199185,-617.21606
4,6,125,0.2029851,0.37600768,0.23069212,0.78972137,0.082814425,-659.27814
4,6,150,0.1884405,0.38502026,0.24962133,0.70137906,0.05957952,-701.95734
4,6,175,0.17482428,0.37915555,0.24152155,0.6533786,0.044466544,-734.6912
4,6,200,0.16235305,0.33167627,0.20994902,0.47191882,0.03789141,-765.9443
4,6,225,0.16961752,0.3130122,0.20473722,0.44321775,0.035938185,-777.8025
4,6,250,0.1701988,0.31124064,0.19989195,0.44306463,0.035928294,-776.67975
4,6,275,0.16943,0.31056827,0.19869746,0.446803,0.03606767,-777.3118
4,6,300,0.16894929,0.31140032,0.19888009,0.44536003,0.03598292,-776.1786
4,6,325,0.1699054,0.31072414,0.19825095,0.4409399,0.036006264,-776.0064
4,6,350,0.16924089,0.30944273,0.19806994,0.44382963,0.036017418,-779.0778
4,6,375,0.16969195,0.308797,0.19765593,0.44467694,0.0360311,-776.47943
4,6,400,0.17061815,0.3051706,0.19809587,0.44514352,0.036119755,-777.26074
4,6,425,0.17220883,0.29831603,0.1971277,0.45013717,0.03630359,-779.4783
4,6,450,0.17472531,0.29111594,0.19749655,0.4535937,0.036598306,-781.9249
4,6,475,0.17706402,0.28913042,0.19720924,0.4574628,0.036806528,-782.9079
4,6,500,0.17807165,0.28799203,0.19737424,0.45285004,0.036931533,-783.4746
4,6,525,0.17629492,0.28829122,0.19712105,0.4560572,0.037020452,-783.1121
