fold,replicate,epoch,rmse_typ,omega_1,omega_2,rho,sigma,LL
1,1,0,0.3511827,0.08393035,0.08101172,0.15614076,0.1388359,442.70218
1,1,25,0.117964014,0.10520101,0.09988171,0.026147034,0.16562541,-543.9852
1,1,50,0.11530278,0.10309905,0.07767851,-0.13105735,0.16502006,-568.13245
1,1,75,0.1125766,0.091378435,0.0629256,-0.24678174,0.15418509,-604.2906
1,1,100,0.100122444,0.08008808,0.052883662,-0.35474515,0.14086032,-642.7198
1,1,125,0.083943024,0.068831496,0.045054626,-0.46995497,0.12634356,-690.4908
1,1,150,0.07739184,0.058704324,0.039042994,-0.57202756,0.11139147,-735.09894
1,1,175,0.07277907,0.054574423,0.03605134,-0.59549284,0.097562455,-770.7078
1,1,200,0.07001683,0.05396334,0.033165924,-0.56574094,0.085777365,-802.3215
1,1,225,0.068668745,0.050704263,0.029551946,-0.566896,0.07612815,-818.6728
1,1,250,0.06793316,0.04845321,0.026539963,-0.56532973,0.06869728,-843.0765
1,1,275,0.06742018,0.047321517,0.0240959,-0.5567766,0.06330276,-851.74493
1,1,300,0.06733401,0.047659375,0.02245127,-0.5412528,0.059527855,-860.3186
1,1,325,0.067203425,0.049223494,0.020712743,-0.51888126,0.05701919,-858.0695
1,1,350,0.0667415,0.05137192,0.019541249,-0.48871976,0.055306844,-868.6736
1,1,375,0.066222094,0.05533335,0.018320745,-0.44620228,0.054196887,-866.0069
1,1,400,0.06525197,0.06072032,0.01719437,-0.39380327,0.053309504,-868.86115
1,1,425,0.06340105,0.06727794,0.017945895,-0.3220422,0.0522281,-875.2812
1,1,450,0.062764145,0.075699314,0.019409023,-0.22386536,0.05120171,-881.0048
1,1,475,0.062474933,0.08457061,0.019701393,-0.11840611,0.05031835,-871.3172
1,1,500,0.062295582,0.098262444,0.020155966,0.03455546,0.049351268,-879.1788
1,1,525,0.061803073,0.11203486,0.020935157,0.19364193,0.04816731,-883.34674
1,1,550,0.061627388,0.12734386,0.022639384,0.3598606,0.04682396,-883.7045
1,1,575,0.06123668,0.13916539,0.025697164,0.5061804,0.04530291,-887.7676
1,1,600,0.060794514,0.1402633,0.030722644,0.612996,0.043958437,-895.18
1,1,625,0.060505323,0.14105083,0.039847706,0.68925434,0.042728554,-905.4498
1,1,650,0.060236324,0.14108345,0.056289148,0.7343991,0.041391023,-911.2608
1,1,675,0.059733994,0.139224,0.0828187,0.7439308,0.03967758,-919.9711
1,1,700,0.059067298,0.14709021,0.10971278,0.7050354,0.037492137,-928.2038
1,1,725,0.059053943,0.15674783,0.12362268,0.59624213,0.035152648,-936.7446
1,1,750,0.05837935,0.16107948,0.12751576,0.46648392,0.033017147,-946.8418
1,1,775,0.05794182,0.16724728,0.12660575,0.42307085,0.03114693,-952.75775
1,1,800,0.05778725,0.17142713,0.12686442,0.42782897,0.029605184,-959.3607
1,1,825,0.05751253,0.17612521,0.12728393,0.41477463,0.028370952,-961.24194
1,1,850,0.057481147,0.17714317,0.12710537,0.4075181,0.02739168,-964.19354
1,1,875,0.061305337,0.18540387,0.1251401,0.38802418,0.026679955,-964.5992
1,1,900,0.058466125,0.18840034,0.12553541,0.3686652,0.02618177,-965.34985
1,1,925,0.057485234,0.18088111,0.12476093,0.370792,0.025772797,-966.1649
1,1,950,0.057733424,0.17898613,0.12483122,0.4015647,0.025515435,-967.9906
1,1,975,0.057718594,0.1810927,0.12545772,0.372344,0.025405148,-965.88196
1,1,1000,0.057780284,0.17965889,0.124947906,0.3746921,0.025344364,-965.3153
1,1,1025,0.05779954,0.18041213,0.12481744,0.37137577,0.025300082,-965.37354
1,1,1050,0.05778684,0.18032682,0.12477482,0.3727762,0.02526614,-965.7923
1,1,1075,0.057856493,0.18053544,0.12453236,0.37065965,0.025245102,-966.5142
1,1,1100,0.057898536,0.18025784,0.12432467,0.372187,0.025234176,-966.02386
1,1,1125,0.057902582,0.18061116,0.12411874,0.37080583,0.025223715,-966.084
1,1,1150,0.05796356,0.18046477,0.12388243,0.36968198,0.025196979,-965.4028
1,1,1175,0.058098655,0.18042476,0.123803124,0.3689675,0.025184076,-965.5477
1,1,1200,0.058024663,0.18026252,0.1237513,0.37024882,0.025181985,-965.9941
1,1,1225,0.05808793,0.1802891,0.12365175,0.37183478,0.02519605,-965.67706
1,1,1250,0.058100995,0.18022141,0.123407006,0.36839107,0.025203373,-965.5956
1,1,1275,0.05809247,0.18013749,0.123637214,0.37048712,0.025194189,-965.708
1,1,1300,0.058174588,0.18020648,0.12335095,0.37051186,0.02519605,-965.5387
1,1,1325,0.058090586,0.1804582,0.12336075,0.36824647,0.025193607,-966.0746
1,1,1350,0.05821405,0.18012913,0.12327961,0.36797905,0.025187911,-965.8391
1,1,1375,0.058128394,0.18026163,0.123308904,0.37018073,0.025190586,-966.4128
1,1,1400,0.058233667,0.18000516,0.12317801,0.36622146,0.025194887,-965.4867
1,1,1425,0.058169294,0.18031886,0.12319583,0.36727682,0.025178961,-966.0863
1,1,1450,0.058186606,0.18003285,0.12326865,0.3677185,0.025178729,-965.6285
1,1,1475,0.05825787,0.18010204,0.12315925,0.36819142,0.025180938,-966.0858
1,1,1500,0.058193322,0.18028004,0.1231699,0.3683317,0.025182797,-965.8908
1,1,1525,0.058237586,0.17980729,0.12331017,0.36923525,0.02518954,-965.8718
1,1,1550,0.058263972,0.17987472,0.12317032,0.36985293,0.025194189,-965.4425
1,1,1575,0.05825442,0.18007864,0.12296225,0.36969993,0.025209185,-965.6308
