fold,replicate,epoch,rmse_typ,omega_1,omega_2,rho,sigma,LL
1,2,775,0.062509954,0.22280222,0.124772325,0.24877259,0.025364472,-943.182
1,2,800,0.06248937,0.26498312,0.14708465,0.557594,0.025591895,-914.15045
1,2,825,0.06421548,0.2278262,0.14195998,0.39423966,0.02614066,-933.48364
1,2,850,0.06287797,0.20961998,0.13425668,0.25463268,0.025333904,-943.537
1,2,875,0.062378954,0.21613276,0.12867625,0.25897828,0.025486033,-944.69806
1,2,900,0.06228197,0.21753024,0.12880005,0.24300763,0.025385158,-944.37634
1,2,925,0.062217813,0.21753287,0.12824956,0.2271125,0.025443152,-943.39795
1,2,950,0.062194925,0.21932298,0.12957421,0.23597048,0.025412237,-943.54663
1,2,975,0.06235109,0.21700436,0.12674914,0.23830321,0.025445709,-944.02014
1,2,1000,0.062380042,0.21901138,0.12638077,0.24779524,0.025471624,-943.22266
1,2,1025,0.06266421,0.21917322,0.12775393,0.24389069,0.02540608,-944.3716
1,2,1050,0.06268518,0.21454793,0.12626527,0.23581569,0.025445243,-943.8947
1,2,1075,0.062382,0.21889591,0.12765868,0.24093477,0.02541247,-944.3913
1,2,1100,0.06228844,0.21707739,0.12690975,0.23155506,0.02547848,-944.476
1,2,1125,0.06227354,0.21771725,0.12827122,0.23946182,0.025362147,-944.18536
1,2,1150,0.062404606,0.21563649,0.12823457,0.24585126,0.025459886,-944.437
1,2,1175,0.06268157,0.21713278,0.1281629,0.22770573,0.025494518,-944.2715
1,2,1200,0.062212083,0.22350486,0.12635727,0.23608936,0.025414562,-944.62134
1,2,1225,0.063120335,0.22033142,0.12738988,0.23709501,0.025459304,-942.94385
1,2,1250,0.062062204,0.22212875,0.1267649,0.24494451,0.025460003,-944.01404
1,2,1275,0.06240867,0.2170422,0.12850025,0.24515969,0.025396548,-944.9078
1,2,1300,0.061964963,0.21938528,0.12778553,0.24177912,0.025470695,-943.941
1,2,1325,0.062133092,0.21828452,0.12864548,0.21768129,0.025411773,-943.6162
